trip_date,bike_number,start_latitude,start_longitude,start_time,end_latitude,end_longitude,end_time
2024-11-13,386000,50.588102,8.677491,2024-11-13 06:06:01.598302,50.587726,8.668395,2024-11-13 06:26:01.749453
2024-11-13,386000,50.587726,8.668395,2024-11-13 07:46:02.213571,50.579946,8.67848,2024-11-13 07:57:01.672438
2024-11-13,386000,50.579946,8.67848,2024-11-13 08:15:03.083914,50.578991,8.664509,2024-11-13 08:22:02.426138
2024-11-13,386000,50.578991,8.664509,2024-11-13 08:26:01.612451,50.574348,8.660046,2024-11-13 08:30:01.868134
2024-11-13,386000,50.574348,8.660046,2024-11-13 08:58:02.134299,50.576216,8.69397,2024-11-13 09:11:02.353752
2024-11-13,386000,50.576216,8.69397,2024-11-13 11:08:02.92657,50.582722,8.673988,2024-11-13 11:19:02.039143
2024-11-13,386000,50.582722,8.673988,2024-11-13 12:46:01.436903,50.579946,8.67848,2024-11-13 13:04:01.551336
2024-11-13,386000,50.579946,8.67848,2024-11-13 15:13:02.053707,50.589469,8.681104,2024-11-13 15:23:01.636168
2024-11-13,386002,50.588102,8.677491,2024-11-13 10:16:01.408165,50.579946,8.67848,2024-11-13 10:24:01.846646
2024-11-13,386002,50.579946,8.67848,2024-11-13 10:31:01.764269,50.576661,8.692147,2024-11-13 10:43:02.385542
2024-11-13,386002,50.576661,8.692147,2024-11-13 11:08:02.92657,50.585137,8.671877,2024-11-13 11:20:01.638522
2024-11-13,386002,50.585137,8.671877,2024-11-13 11:42:01.76567,50.580418,8.664761,2024-11-13 11:54:03.945304
2024-11-13,386003,50.585137,8.671877,2024-11-13 06:51:01.376896,50.587148,8.682158,2024-11-13 06:59:01.604417
2024-11-13,386003,50.587148,8.682158,2024-11-13 12:05:02.107629,50.587726,8.668395,2024-11-13 12:12:01.972522
2024-11-13,386004,50.587726,8.668395,2024-11-13 09:56:02.417058,50.585584,8.684702,2024-11-13 10:07:02.270439
2024-11-13,386004,50.585584,8.684702,2024-11-13 21:57:02.280352,50.579946,8.67848,2024-11-13 22:11:02.193362
2024-11-13,386006,50.587726,8.668395,2024-11-13 08:46:01.897119,50.58453,8.680142,2024-11-13 08:54:01.97676
2024-11-13,386006,50.58453,8.680142,2024-11-13 09:21:02.326158,50.580418,8.664761,2024-11-13 09:30:02.37597
2024-11-13,386006,50.580418,8.664761,2024-11-13 09:45:02.033479,50.585137,8.671877,2024-11-13 09:51:02.37944
2024-11-13,386006,50.585137,8.671877,2024-11-13 10:08:01.883517,50.581152,8.664379,2024-11-13 10:12:02.167157
2024-11-13,386006,50.581152,8.664379,2024-11-13 15:21:01.550376,50.592037,8.66542,2024-11-13 15:29:02.110463
2024-11-13,386010,50.592037,8.66542,2024-11-13 06:04:02.516905,50.587726,8.668395,2024-11-13 06:08:01.719219
2024-11-13,386010,50.587726,8.668395,2024-11-13 08:49:02.231645,50.580418,8.664761,2024-11-13 08:54:01.97676
2024-11-13,386010,50.580418,8.664761,2024-11-13 08:59:01.667,50.570978,8.672389,2024-11-13 09:11:02.353752
2024-11-13,386010,50.570978,8.672389,2024-11-13 10:07:02.270439,50.579547,8.663998,2024-11-13 10:12:02.167157
2024-11-13,386010,50.579547,8.663998,2024-11-13 10:12:02.167157,50.576775,8.694906,2024-11-13 10:25:02.445673
2024-11-13,386010,50.576775,8.694906,2024-11-13 22:05:01.871498,50.58266,8.70796,2024-11-13 22:16:02.077436
2024-11-13,386011,50.592037,8.66542,2024-11-13 10:14:02.295539,50.589469,8.681104,2024-11-13 10:23:02.298722
2024-11-13,386012,50.587148,8.682158,2024-11-13 14:31:02.461035,50.580418,8.664761,2024-11-13 14:43:02.32116
2024-11-13,386013,50.585239,8.699665,2024-11-13 15:48:01.580031,50.576661,8.692147,2024-11-13 15:55:01.703894
2024-11-13,386013,50.576661,8.692147,2024-11-13 16:21:01.431796,50.585692,8.67637,2024-11-13 16:36:02.23469
2024-11-13,386013,50.585692,8.67637,2024-11-13 17:36:02.386459,50.587726,8.668395,2024-11-13 17:42:02.671774
2024-11-13,386017,50.579946,8.67848,2024-11-13 07:03:01.835352,50.587148,8.682158,2024-11-13 07:11:02.052329
2024-11-13,386017,50.587148,8.682158,2024-11-13 08:56:02.032154,50.573486,8.700008,2024-11-13 09:17:01.762595
2024-11-13,386019,50.588952,8.672911,2024-11-13 11:53:02.220349,50.588102,8.677491,2024-11-13 11:58:02.116414
2024-11-13,386021,50.581759,8.670118,2024-11-13 07:22:01.797792,50.587148,8.682158,2024-11-13 07:29:01.78923
2024-11-13,386021,50.587148,8.682158,2024-11-13 12:42:02.186072,50.585137,8.671877,2024-11-13 12:48:01.578802
2024-11-13,386021,50.585137,8.671877,2024-11-13 12:52:03.350752,50.587148,8.682158,2024-11-13 12:57:03.263741
2024-11-13,386021,50.587148,8.682158,2024-11-13 14:40:02.42323,50.588971,8.662469,2024-11-13 14:50:02.307207
2024-11-13,386024,50.588971,8.662469,2024-11-13 07:57:01.672438,50.587148,8.682158,2024-11-13 08:07:02.021643
2024-11-13,386025,50.586566,8.67686,2024-11-13 08:40:02.281104,50.587148,8.682158,2024-11-13 08:45:02.372098
2024-11-13,386025,50.587148,8.682158,2024-11-13 09:00:02.24698,50.581152,8.664379,2024-11-13 09:10:01.840267
2024-11-13,386025,50.581152,8.664379,2024-11-13 09:53:01.54095,50.58856,8.681093,2024-11-13 10:03:01.819841
2024-11-13,386025,50.58856,8.681093,2024-11-13 10:03:01.819841,50.587148,8.682158,2024-11-13 10:04:02.409951
2024-11-13,386025,50.587148,8.682158,2024-11-13 12:09:02.324604,50.580418,8.664761,2024-11-13 12:18:02.301256
2024-11-13,386028,50.580753,8.695099,2024-11-13 06:29:02.359678,50.587148,8.682158,2024-11-13 06:38:02.758411
2024-11-13,386028,50.587148,8.682158,2024-11-13 13:57:01.921695,50.580418,8.664761,2024-11-13 14:06:02.824975
2024-11-13,386028,50.580418,8.664761,2024-11-13 14:32:03.770893,50.585137,8.671877,2024-11-13 14:38:02.19328
2024-11-13,386028,50.585137,8.671877,2024-11-13 15:51:02.398471,50.587148,8.682158,2024-11-13 15:57:01.786941
2024-11-13,386028,50.587148,8.682158,2024-11-13 15:58:02.316305,50.587726,8.668395,2024-11-13 16:07:01.441876
2024-11-13,386029,50.59863,8.692892,2024-11-13 07:07:02.065599,50.580418,8.664761,2024-11-13 07:20:01.659121
2024-11-13,386029,50.580418,8.664761,2024-11-13 07:56:02.146663,50.585584,8.684702,2024-11-13 08:06:01.48591
2024-11-13,386029,50.585584,8.684702,2024-11-13 14:05:02.237208,50.587726,8.668395,2024-11-13 14:12:02.38482
2024-11-13,386029,50.587726,8.668395,2024-11-13 21:15:02.294281,50.58453,8.680142,2024-11-13 21:22:02.202574
2024-11-13,386029,50.58453,8.680142,2024-11-13 22:20:02.132909,50.581759,8.670118,2024-11-13 22:29:02.113101
2024-11-13,386030,50.592037,8.66542,2024-11-13 06:06:01.598302,50.587726,8.668395,2024-11-13 06:12:03.314454
2024-11-13,386030,50.587726,8.668395,2024-11-13 06:46:01.525053,50.585584,8.684702,2024-11-13 06:54:01.893299
2024-11-13,386033,50.588102,8.677491,2024-11-13 05:45:02.40875,50.570486,8.665858,2024-11-13 06:53:01.417619
2024-11-13,386033,50.570486,8.665858,2024-11-13 14:40:02.42323,50.565941,8.65186,2024-11-13 15:05:02.230111
2024-11-13,386035,50.588132,8.675346,2024-11-13 06:49:02.14813,50.581759,8.670118,2024-11-13 06:55:01.428972
2024-11-13,386035,50.581759,8.670118,2024-11-13 08:11:02.608917,50.588132,8.675346,2024-11-13 08:16:01.643375
2024-11-13,386035,50.588132,8.675346,2024-11-13 10:26:01.997588,50.587148,8.682158,2024-11-13 10:31:01.764269
2024-11-13,386035,50.587148,8.682158,2024-11-13 11:10:02.108754,50.587726,8.668395,2024-11-13 11:31:02.225417
2024-11-13,386039,50.588102,8.677491,2024-11-13 05:54:03.495688,50.581152,8.664379,2024-11-13 06:42:02.379164
2024-11-13,386040,50.565941,8.65186,2024-11-13 16:31:02.292431,50.558147,8.660352,2024-11-13 16:32:02.396703
2024-11-13,386040,50.558147,8.660352,2024-11-13 16:32:02.396703,50.566729,8.651026,2024-11-13 16:33:02.218231
2024-11-13,386040,50.566729,8.651026,2024-11-13 21:30:01.804274,50.565941,8.65186,2024-11-13 21:31:01.610706
2024-11-13,386041,50.585137,8.671877,2024-11-13 14:09:01.486845,50.58453,8.680142,2024-11-13 14:41:01.963101
