trip_date,bike_number,start_latitude,start_longitude,start_time,end_latitude,end_longitude,end_time
2024-11-12,386000,50.587726,8.668395,2024-11-12 06:46:01.956269,50.587148,8.682158,2024-11-12 06:53:02.369469
2024-11-12,386000,50.587148,8.682158,2024-11-12 11:09:01.682711,50.586566,8.67686,2024-11-12 11:14:01.502711
2024-11-12,386000,50.586566,8.67686,2024-11-12 11:48:02.733943,50.576661,8.692147,2024-11-12 11:56:02.198242
2024-11-12,386000,50.576661,8.692147,2024-11-12 12:45:01.469999,50.588102,8.677491,2024-11-12 12:56:01.88892
2024-11-12,386002,50.58453,8.680142,2024-11-12 01:50:02.041038,50.58266,8.70796,2024-11-12 02:06:01.86902
2024-11-12,386002,50.58266,8.70796,2024-11-12 06:34:01.686806,50.585584,8.684702,2024-11-12 06:45:01.42775
2024-11-12,386002,50.585584,8.684702,2024-11-12 16:14:01.516549,50.585137,8.671877,2024-11-12 16:22:01.558804
2024-11-12,386002,50.585137,8.671877,2024-11-12 16:51:02.21176,50.576661,8.692147,2024-11-12 17:00:01.844946
2024-11-12,386002,50.576661,8.692147,2024-11-12 17:03:01.414089,50.578991,8.664509,2024-11-12 17:17:02.483994
2024-11-12,386002,50.578991,8.664509,2024-11-12 21:36:01.603694,50.588102,8.677491,2024-11-12 21:47:01.75853
2024-11-12,386003,50.588971,8.662469,2024-11-12 06:37:01.55713,50.581152,8.664379,2024-11-12 06:46:01.956269
2024-11-12,386003,50.581152,8.664379,2024-11-12 06:55:01.402054,50.576661,8.692147,2024-11-12 07:07:01.707864
2024-11-12,386003,50.576661,8.692147,2024-11-12 11:33:01.782251,50.582722,8.673988,2024-11-12 11:42:01.852673
2024-11-12,386003,50.582722,8.673988,2024-11-12 11:42:01.852673,50.576661,8.692147,2024-11-12 11:54:02.038634
2024-11-12,386003,50.576661,8.692147,2024-11-12 12:03:01.464296,50.582722,8.673988,2024-11-12 12:14:02.337167
2024-11-12,386003,50.582722,8.673988,2024-11-12 13:08:01.661998,50.583871,8.669186,2024-11-12 13:14:02.398551
2024-11-12,386003,50.583871,8.669186,2024-11-12 13:14:02.398551,50.583827,8.669193,2024-11-12 13:15:01.957433
2024-11-12,386003,50.583827,8.669193,2024-11-12 13:18:01.593157,50.583742,8.669277,2024-11-12 13:19:02.240871
2024-11-12,386003,50.583742,8.669277,2024-11-12 13:19:02.240871,50.583773,8.66926,2024-11-12 13:20:01.842618
2024-11-12,386003,50.583773,8.66926,2024-11-12 15:16:04.622251,50.582722,8.673988,2024-11-12 15:22:02.242963
2024-11-12,386003,50.582722,8.673988,2024-11-12 19:25:01.482743,50.587726,8.668395,2024-11-12 19:31:02.407507
2024-11-12,386003,50.587726,8.668395,2024-11-12 21:16:02.346071,50.585137,8.671877,2024-11-12 21:21:03.786441
2024-11-12,386004,50.58453,8.680142,2024-11-12 06:45:01.42775,50.587148,8.682158,2024-11-12 06:48:03.588692
2024-11-12,386004,50.587148,8.682158,2024-11-12 14:35:02.173274,50.587726,8.668395,2024-11-12 14:41:01.742184
2024-11-12,386006,50.587726,8.668395,2024-11-12 06:45:01.42775,50.587148,8.682158,2024-11-12 06:54:01.911309
2024-11-12,386006,50.587148,8.682158,2024-11-12 14:24:02.136715,50.587726,8.668395,2024-11-12 14:36:01.761069
2024-11-12,386010,50.587148,8.682158,2024-11-12 14:36:01.761069,50.581152,8.664379,2024-11-12 14:47:01.641205
2024-11-12,386010,50.581152,8.664379,2024-11-12 21:56:01.668256,50.592037,8.66542,2024-11-12 22:04:01.42211
2024-11-12,386011,50.587726,8.668395,2024-11-12 08:48:01.619548,50.57525,8.697667,2024-11-12 09:33:01.711414
2024-11-12,386011,50.57525,8.697667,2024-11-12 09:40:02.344727,50.573486,8.700008,2024-11-12 09:43:01.98009
2024-11-12,386011,50.573486,8.700008,2024-11-12 11:00:01.702848,50.580418,8.664761,2024-11-12 11:14:01.502711
2024-11-12,386011,50.580418,8.664761,2024-11-12 11:15:02.065779,50.587726,8.668395,2024-11-12 11:22:01.706778
2024-11-12,386011,50.587726,8.668395,2024-11-12 12:47:01.478307,50.587148,8.682158,2024-11-12 12:58:02.043374
2024-11-12,386011,50.587148,8.682158,2024-11-12 14:06:01.393953,50.581152,8.664379,2024-11-12 14:15:01.642407
2024-11-12,386011,50.581152,8.664379,2024-11-12 17:58:01.733266,50.592037,8.66542,2024-11-12 18:12:02.175792
2024-11-12,386016,50.587726,8.668395,2024-11-12 07:57:01.60558,50.576216,8.69397,2024-11-12 08:12:01.975748
2024-11-12,386016,50.576216,8.69397,2024-11-12 11:06:02.031096,50.571078,8.674602,2024-11-12 11:20:01.566023
2024-11-12,386016,50.571078,8.674602,2024-11-12 11:41:02.242046,50.581759,8.670118,2024-11-12 11:49:02.268442
2024-11-12,386016,50.581759,8.670118,2024-11-12 14:42:02.287533,50.59863,8.692892,2024-11-12 14:56:02.649185
