trip_date,bike_number,start_latitude,start_longitude,start_time,end_latitude,end_longitude,end_time
2024-11-07,386000,50.564109,8.677573,2024-11-07 06:50:01.609774,50.587148,8.682158,2024-11-07 07:05:02.357452
2024-11-07,386000,50.587148,8.682158,2024-11-07 16:18:02.249589,50.582431,8.670447,2024-11-07 16:25:02.251545
2024-11-07,386000,50.582431,8.670447,2024-11-07 16:25:02.251545,50.582476,8.670419,2024-11-07 16:26:01.878981
2024-11-07,386000,50.582476,8.670419,2024-11-07 16:26:01.878981,50.581759,8.670118,2024-11-07 16:27:01.394374
2024-11-07,386000,50.581759,8.670118,2024-11-07 21:28:02.466976,50.581973,8.708621,2024-11-07 21:50:02.133891
2024-11-07,386000,50.581973,8.708621,2024-11-07 21:50:02.133891,50.58266,8.70796,2024-11-07 21:51:01.731098
2024-11-07,386001,50.592037,8.66542,2024-11-07 06:05:01.941562,50.587726,8.668395,2024-11-07 06:09:02.130438
2024-11-07,386001,50.587726,8.668395,2024-11-07 06:16:01.924168,50.585584,8.684702,2024-11-07 06:25:01.639944
2024-11-07,386001,50.585584,8.684702,2024-11-07 10:17:02.181613,50.581152,8.664379,2024-11-07 10:27:02.141661
2024-11-07,386002,50.585137,8.671877,2024-11-07 11:24:01.973271,50.587148,8.682158,2024-11-07 11:34:02.049405
2024-11-07,386002,50.587148,8.682158,2024-11-07 12:06:02.621642,50.571078,8.674602,2024-11-07 12:25:01.942993
2024-11-07,386002,50.571078,8.674602,2024-11-07 12:52:02.19562,50.587726,8.668395,2024-11-07 13:03:02.037003
2024-11-07,386002,50.587726,8.668395,2024-11-07 21:09:02.479812,50.581435,8.696279,2024-11-07 21:12:02.161247
2024-11-07,386002,50.581435,8.696279,2024-11-07 21:22:03.019958,50.587726,8.668395,2024-11-07 21:23:01.574281
2024-11-07,386003,50.58453,8.680142,2024-11-07 06:59:01.941456,50.587148,8.682158,2024-11-07 07:03:02.141518
2024-11-07,386003,50.587148,8.682158,2024-11-07 12:23:01.530745,50.581152,8.664379,2024-11-07 12:37:01.747728
2024-11-07,386004,50.579946,8.67848,2024-11-07 06:51:02.224928,50.587148,8.682158,2024-11-07 07:06:01.879131
2024-11-07,386004,50.587148,8.682158,2024-11-07 15:11:01.557251,50.588952,8.672911,2024-11-07 15:32:01.946564
2024-11-07,386006,50.585137,8.671877,2024-11-07 08:46:02.349327,50.581152,8.664379,2024-11-07 08:51:02.117505
2024-11-07,386006,50.581152,8.664379,2024-11-07 08:55:01.628094,50.576661,8.692147,2024-11-07 09:08:02.035844
2024-11-07,386006,50.576661,8.692147,2024-11-07 11:20:01.650432,50.57525,8.697667,2024-11-07 11:24:01.973271
2024-11-07,386006,50.57525,8.697667,2024-11-07 12:19:02.330833,50.578991,8.664509,2024-11-07 13:12:02.281115
2024-11-07,386006,50.578991,8.664509,2024-11-07 19:29:01.916959,50.588952,8.672911,2024-11-07 19:38:02.319169
2024-11-07,386006,50.588952,8.672911,2024-11-07 19:52:01.492678,50.574348,8.660046,2024-11-07 20:02:02.329607
2024-11-07,386006,50.574348,8.660046,2024-11-07 20:24:02.311843,50.579942,8.678018,2024-11-07 21:26:02.197504
2024-11-07,386007,50.58453,8.680142,2024-11-07 07:54:01.932935,50.587726,8.668395,2024-11-07 08:01:01.844953
2024-11-07,386007,50.587726,8.668395,2024-11-07 20:16:01.751121,50.580418,8.664761,2024-11-07 20:22:02.176602
2024-11-07,386007,50.580418,8.664761,2024-11-07 21:14:01.635149,50.58266,8.70796,2024-11-07 21:16:01.581361
2024-11-07,386007,50.58266,8.70796,2024-11-07 21:22:03.019958,50.580418,8.664761,2024-11-07 21:23:01.574281
2024-11-07,386007,50.580418,8.664761,2024-11-07 21:54:01.511309,50.585137,8.671877,2024-11-07 21:57:02.23022
2024-11-07,386009,50.585137,8.671877,2024-11-07 06:18:01.962243,50.578991,8.664509,2024-11-07 06:25:01.639944
2024-11-07,386009,50.578991,8.664509,2024-11-07 07:10:02.084257,50.587148,8.682158,2024-11-07 07:22:02.040009
2024-11-07,386011,50.576661,8.692147,2024-11-07 07:27:01.715739,50.573486,8.700008,2024-11-07 07:33:01.386719
2024-11-07,386011,50.573486,8.700008,2024-11-07 09:34:01.556259,50.579946,8.67848,2024-11-07 09:43:01.690138
2024-11-07,386011,50.579946,8.67848,2024-11-07 11:32:01.893006,50.576661,8.692147,2024-11-07 11:40:01.979017
2024-11-07,386011,50.576661,8.692147,2024-11-07 11:49:02.031724,50.580418,8.664761,2024-11-07 12:01:02.195752
2024-11-07,386011,50.580418,8.664761,2024-11-07 22:15:02.259113,50.582722,8.673988,2024-11-07 22:24:02.210297
2024-11-07,386012,50.592037,8.66542,2024-11-07 14:39:02.01847,50.587148,8.682158,2024-11-07 14:50:01.90998
2024-11-07,386013,50.58453,8.680142,2024-11-07 08:49:02.025057,50.587148,8.682158,2024-11-07 08:53:02.443594
2024-11-07,386013,50.587148,8.682158,2024-11-07 09:57:01.788706,50.580418,8.664761,2024-11-07 12:53:01.712014
2024-11-07,386013,50.580418,8.664761,2024-11-07 23:44:01.8464,50.592037,8.66542,2024-11-07 23:56:01.496585
2024-11-07,386014,50.585692,8.67637,2024-11-07 06:44:01.790516,50.585458,8.670254,2024-11-07 06:45:05.034485
2024-11-07,386014,50.585458,8.670254,2024-11-07 06:45:05.034485,50.586566,8.67686,2024-11-07 06:46:01.577652
2024-11-07,386015,50.58453,8.680142,2024-11-07 09:03:03.032803,50.587148,8.682158,2024-11-07 09:07:01.481788
2024-11-07,386015,50.587148,8.682158,2024-11-07 12:23:01.530745,50.580418,8.664761,2024-11-07 12:32:02.013251
2024-11-07,386015,50.580418,8.664761,2024-11-07 22:59:02.210593,50.58453,8.680142,2024-11-07 23:08:01.822852
2024-11-07,386015,50.58453,8.680142,2024-11-07 23:20:01.540831,50.581759,8.670118,2024-11-07 23:27:01.657021
2024-11-07,386016,50.586566,8.67686,2024-11-07 10:25:02.055172,50.580418,8.664761,2024-11-07 10:37:01.517643
2024-11-07,386016,50.580418,8.664761,2024-11-07 10:58:02.195014,50.576216,8.69397,2024-11-07 11:11:02.36559
