bike_number,start_latitude,start_longitude,start_time,end_latitude,end_longitude,end_time,duration,date,distance,segments
91201,50.581759,8.670118,2025-01-07T00:00:51,50.589796,8.672985,2025-01-07T00:05:56,304.860917,2025-01-07,1234.192,"[[50.5817988, 8.6699706, '2025-01-07T00:00:51'], [50.5819505, 8.670161, '2025-01-07T00:00:59.966497559'], [50.5820813, 8.6702388, '2025-01-07T00:01:08.932995118'], [50.5822685, 8.6705084, '2025-01-07T00:01:17.899492676'], [50.5828912, 8.6714375, '2025-01-07T00:01:26.865990235'], [50.5833419, 8.6721326, '2025-01-07T00:01:35.832487794'], [50.5834755, 8.6723483, '2025-01-07T00:01:44.798985353'], [50.5836982, 8.6726699, '2025-01-07T00:01:53.765482912'], [50.5837984, 8.6728146, '2025-01-07T00:02:02.731980471'], [50.5838416, 8.6728754, '2025-01-07T00:02:11.698478029'], [50.5840685, 8.6731943, '2025-01-07T00:02:20.664975588'], [50.5842686, 8.6734528, '2025-01-07T00:02:29.631473147'], [50.5844561, 8.6736674, '2025-01-07T00:02:38.597970706'], [50.5850595, 8.6742324, '2025-01-07T00:02:47.564468265'], [50.5854632, 8.6744418, '2025-01-07T00:02:56.530965824'], [50.5856345, 8.6744308, '2025-01-07T00:03:05.497463382'], [50.5860314, 8.6744476, '2025-01-07T00:03:14.463960941'], [50.5864374, 8.6744697, '2025-01-07T00:03:23.430458500'], [50.58667, 8.6747595, '2025-01-07T00:03:32.396956059'], [50.5869519, 8.6747749, '2025-01-07T00:03:41.363453618'], [50.5871884, 8.6748582, '2025-01-07T00:03:50.329951176'], [50.5874352, 8.6749576, '2025-01-07T00:03:59.296448735'], [50.5878431, 8.6751367, '2025-01-07T00:04:08.262946294'], [50.5881866, 8.6753294, '2025-01-07T00:04:17.229443853'], [50.588402, 8.6756219, '2025-01-07T00:04:26.195941412'], [50.5889676, 8.6755283, '2025-01-07T00:04:35.162438971'], [50.5891524, 8.6755335, '2025-01-07T00:04:44.128936529'], [50.5894788, 8.6755657, '2025-01-07T00:04:53.095434088'], [50.5895959, 8.674881, '2025-01-07T00:05:02.061931647'], [50.5897896, 8.674367, '2025-01-07T00:05:11.028429206'], [50.5899951, 8.6739092, '2025-01-07T00:05:19.994926765'], [50.5900459, 8.6737456, '2025-01-07T00:05:28.961424324'], [50.5900765, 8.6736163, '2025-01-07T00:05:37.927921882'], [50.5897417, 8.6733114, '2025-01-07T00:05:46.894419441'], [50.5897804, 8.672818, '2025-01-07T00:05:55.860917']]"
91157,50.582756,8.670684,2025-01-07T00:03:54,50.581759,8.670118,2025-01-07T00:04:55,60.859701,2025-01-07,592.818,"[[50.5829496, 8.6706565, '2025-01-07T00:03:54'], [50.5831377, 8.670147, '2025-01-07T00:03:57.579982412'], [50.5833019, 8.669675, '2025-01-07T00:04:01.159964824'], [50.5833176, 8.6695844, '2025-01-07T00:04:04.739947235'], [50.5834374, 8.6695608, '2025-01-07T00:04:08.319929647'], [50.583427, 8.6699177, '2025-01-07T00:04:11.899912059'], [50.5835642, 8.6701252, '2025-01-07T00:04:15.479894471'], [50.5834598, 8.6702924, '2025-01-07T00:04:19.059876882'], [50.5831059, 8.6697457, '2025-01-07T00:04:22.639859294'], [50.5830915, 8.6694553, '2025-01-07T00:04:26.219841706'], [50.5830916, 8.6692977, '2025-01-07T00:04:29.799824118'], [50.5827029, 8.6694938, '2025-01-07T00:04:33.379806529'], [50.5821662, 8.6698511, '2025-01-07T00:04:36.959788941'], [50.581829, 8.6698466, '2025-01-07T00:04:40.539771353'], [50.5815249, 8.6694719, '2025-01-07T00:04:44.119753765'], [50.5812435, 8.6691226, '2025-01-07T00:04:47.699736176'], [50.5811967, 8.6692149, '2025-01-07T00:04:51.279718588'], [50.5817988, 8.6699706, '2025-01-07T00:04:54.859701']]"
91201,50.589796,8.672985,2025-01-07T00:05:56,50.588952,8.672911,2025-01-07T00:06:57,60.747403,2025-01-07,136.581,"[[50.5897804, 8.672818, '2025-01-07T00:05:56'], [50.5897417, 8.6733114, '2025-01-07T00:06:08.149480600'], [50.5893187, 8.6729366, '2025-01-07T00:06:20.298961200'], [50.589142, 8.672769, '2025-01-07T00:06:32.448441800'], [50.5891058, 8.6728657, '2025-01-07T00:06:44.597922400'], [50.5890407, 8.6730335, '2025-01-07T00:06:56.747403']]"
386080,50.572309,8.682867,2025-01-07T02:05:35,50.564109,8.677573,2025-01-07T02:16:44,669.704173,2025-01-07,1454.9009999999998,"[[50.572143, 8.682875, '2025-01-07T02:05:35'], [50.5727075, 8.6824677, '2025-01-07T02:05:55.928255406'], [50.5728766, 8.6823431, '2025-01-07T02:06:16.856510812'], [50.5727959, 8.6818741, '2025-01-07T02:06:37.784766219'], [50.572828, 8.6807705, '2025-01-07T02:06:58.713021625'], [50.5723685, 8.6806094, '2025-01-07T02:07:19.641277031'], [50.5717272, 8.6795868, '2025-01-07T02:07:40.569532437'], [50.5715506, 8.6792531, '2025-01-07T02:08:01.497787844'], [50.571474, 8.6791054, '2025-01-07T02:08:22.426043250'], [50.5710572, 8.678307, '2025-01-07T02:08:43.354298656'], [50.5708046, 8.6778189, '2025-01-07T02:09:04.282554062'], [50.570515, 8.6765754, '2025-01-07T02:09:25.210809469'], [50.5704697, 8.6763396, '2025-01-07T02:09:46.139064875'], [50.570433, 8.6761456, '2025-01-07T02:10:07.067320281'], [50.5702633, 8.6753283, '2025-01-07T02:10:27.995575687'], [50.5698252, 8.6755242, '2025-01-07T02:10:48.923831094'], [50.5695424, 8.675718, '2025-01-07T02:11:09.852086500'], [50.5690461, 8.6759269, '2025-01-07T02:11:30.780341906'], [50.5687826, 8.6760281, '2025-01-07T02:11:51.708597312'], [50.5682293, 8.67626, '2025-01-07T02:12:12.636852719'], [50.568147, 8.6762945, '2025-01-07T02:12:33.565108125'], [50.5679878, 8.6763623, '2025-01-07T02:12:54.493363531'], [50.5666904, 8.6768904, '2025-01-07T02:13:15.421618937'], [50.5665641, 8.6769437, '2025-01-07T02:13:36.349874344'], [50.5657675, 8.6772797, '2025-01-07T02:13:57.278129750'], [50.5655747, 8.6773652, '2025-01-07T02:14:18.206385156'], [50.5654365, 8.6774224, '2025-01-07T02:14:39.134640562'], [50.5652576, 8.6775039, '2025-01-07T02:15:00.062895968'], [50.5652081, 8.6775259, '2025-01-07T02:15:20.991151375'], [50.5648226, 8.6777362, '2025-01-07T02:15:41.919406781'], [50.5646543, 8.6778297, '2025-01-07T02:16:02.847662187'], [50.5644554, 8.677376, '2025-01-07T02:16:23.775917594'], [50.5641104, 8.6777644, '2025-01-07T02:16:44.704173']]"
91004,50.564109,8.677573,2025-01-07T03:18:34,50.585584,8.684702,2025-01-07T03:35:47,1033.534654,2025-01-07,2941.207999999999,"[[50.5641104, 8.6777644, '2025-01-07T03:18:34'], [50.5644554, 8.677376, '2025-01-07T03:18:49.199039029'], [50.5646543, 8.6778297, '2025-01-07T03:19:04.398078059'], [50.5648226, 8.6777362, '2025-01-07T03:19:19.597117088'], [50.5652081, 8.6775259, '2025-01-07T03:19:34.796156118'], [50.5652576, 8.6775039, '2025-01-07T03:19:49.995195147'], [50.5654365, 8.6774224, '2025-01-07T03:20:05.194234176'], [50.5655747, 8.6773652, '2025-01-07T03:20:20.393273206'], [50.5657675, 8.6772797, '2025-01-07T03:20:35.592312235'], [50.5665641, 8.6769437, '2025-01-07T03:20:50.791351265'], [50.5666904, 8.6768904, '2025-01-07T03:21:05.990390294'], [50.5679878, 8.6763623, '2025-01-07T03:21:21.189429324'], [50.568147, 8.6762945, '2025-01-07T03:21:36.388468353'], [50.5682293, 8.67626, '2025-01-07T03:21:51.587507382'], [50.5687826, 8.6760281, '2025-01-07T03:22:06.786546412'], [50.5690461, 8.6759269, '2025-01-07T03:22:21.985585441'], [50.5695424, 8.675718, '2025-01-07T03:22:37.184624471'], [50.5698503, 8.6756377, '2025-01-07T03:22:52.383663500'], [50.5702633, 8.6753283, '2025-01-07T03:23:07.582702529'], [50.5707632, 8.6750089, '2025-01-07T03:23:22.781741559'], [50.5708953, 8.6749198, '2025-01-07T03:23:37.980780588'], [50.5715946, 8.6753288, '2025-01-07T03:23:53.179819618'], [50.572348, 8.6759926, '2025-01-07T03:24:08.378858647'], [50.5726806, 8.6762106, '2025-01-07T03:24:23.577897676'], [50.5733049, 8.6773183, '2025-01-07T03:24:38.776936706'], [50.5740207, 8.6776203, '2025-01-07T03:24:53.975975735'], [50.574501, 8.6766597, '2025-01-07T03:25:09.175014765'], [50.5746772, 8.6768856, '2025-01-07T03:25:24.374053794'], [50.5753613, 8.677799, '2025-01-07T03:25:39.573092824'], [50.57573, 8.6782892, '2025-01-07T03:25:54.772131853'], [50.5758148, 8.6783891, '2025-01-07T03:26:09.971170882'], [50.5760879, 8.6786648, '2025-01-07T03:26:25.170209912'], [50.5764677, 8.6790252, '2025-01-07T03:26:40.369248941'], [50.5770407, 8.6795942, '2025-01-07T03:26:55.568287971'], [50.5771154, 8.6796681, '2025-01-07T03:27:10.767327'], [50.5772119, 8.6797605, '2025-01-07T03:27:25.966366029'], [50.5772331, 8.6797818, '2025-01-07T03:27:41.165405059'], [50.5773853, 8.6799337, '2025-01-07T03:27:56.364444088'], [50.5778107, 8.6803512, '2025-01-07T03:28:11.563483118'], [50.5779382, 8.6807034, '2025-01-07T03:28:26.762522147'], [50.5781464, 8.6805312, '2025-01-07T03:28:41.961561176'], [50.5784445, 8.6804352, '2025-01-07T03:28:57.160600206'], [50.5785988, 8.6807518, '2025-01-07T03:29:12.359639235'], [50.5787006, 8.6809563, '2025-01-07T03:29:27.558678265'], [50.5788554, 8.6812673, '2025-01-07T03:29:42.757717294'], [50.5789634, 8.6814769, '2025-01-07T03:29:57.956756324'], [50.5790024, 8.6815394, '2025-01-07T03:30:13.155795353'], [50.5791797, 8.6817071, '2025-01-07T03:30:28.354834382'], [50.579257, 8.6817729, '2025-01-07T03:30:43.553873412'], [50.5795047, 8.6819865, '2025-01-07T03:30:58.752912441'], [50.5797399, 8.6821846, '2025-01-07T03:31:13.951951471'], [50.5799813, 8.6824319, '2025-01-07T03:31:29.150990500'], [50.5800997, 8.6825778, '2025-01-07T03:31:44.350029529'], [50.5803323, 8.6828834, '2025-01-07T03:31:59.549068559'], [50.5813913, 8.6838111, '2025-01-07T03:32:14.748107588'], [50.582237, 8.6843594, '2025-01-07T03:32:29.947146618'], [50.5829399, 8.6848251, '2025-01-07T03:32:45.146185647'], [50.5835806, 8.6852188, '2025-01-07T03:33:00.345224676'], [50.5835986, 8.685062, '2025-01-07T03:33:15.544263706'], [50.583745, 8.6847587, '2025-01-07T03:33:30.743302735'], [50.5839869, 8.6846373, '2025-01-07T03:33:45.942341765'], [50.5841423, 8.6845679, '2025-01-07T03:34:01.141380794'], [50.584484, 8.6844058, '2025-01-07T03:34:16.340419824'], [50.5850532, 8.6840808, '2025-01-07T03:34:31.539458853'], [50.5854719, 8.6834065, '2025-01-07T03:34:46.738497882'], [50.5856649, 8.6836959, '2025-01-07T03:35:01.937536912'], [50.5858714, 8.6841152, '2025-01-07T03:35:17.136575941'], [50.5857775, 8.6842694, '2025-01-07T03:35:32.335614971'], [50.5855025, 8.6847389, '2025-01-07T03:35:47.534653999']]"
386190,50.588132,8.675346,2025-01-07T04:25:28,50.582722,8.673988,2025-01-07T04:31:32,364.811554,2025-01-07,692.5760000000001,"[[50.5881866, 8.6753294, '2025-01-07T04:25:28'], [50.5878431, 8.6751367, '2025-01-07T04:25:48.267308555'], [50.5874352, 8.6749576, '2025-01-07T04:26:08.534617111'], [50.5871884, 8.6748582, '2025-01-07T04:26:28.801925667'], [50.5869519, 8.6747749, '2025-01-07T04:26:49.069234222'], [50.58667, 8.6747595, '2025-01-07T04:27:09.336542778'], [50.5864374, 8.6744697, '2025-01-07T04:27:29.603851333'], [50.5860314, 8.6744476, '2025-01-07T04:27:49.871159889'], [50.5856345, 8.6744308, '2025-01-07T04:28:10.138468444'], [50.5854632, 8.6744418, '2025-01-07T04:28:30.405777'], [50.5850595, 8.6742324, '2025-01-07T04:28:50.673085556'], [50.5844561, 8.6736674, '2025-01-07T04:29:10.940394111'], [50.5842686, 8.6734528, '2025-01-07T04:29:31.207702667'], [50.5840685, 8.6731943, '2025-01-07T04:29:51.475011222'], [50.5838416, 8.6728754, '2025-01-07T04:30:11.742319778'], [50.5837984, 8.6728146, '2025-01-07T04:30:32.009628333'], [50.5831814, 8.6738925, '2025-01-07T04:30:52.276936889'], [50.5830749, 8.6738137, '2025-01-07T04:31:12.544245444'], [50.5828029, 8.6739286, '2025-01-07T04:31:32.811554']]"
386027,50.579946,8.67848,2025-01-07T04:34:35,50.587726,8.668395,2025-01-07T04:41:40,425.273809,2025-01-07,1411.2750000000008,"[[50.5798525, 8.6786714, '2025-01-07T04:34:35'], [50.5797714, 8.6784985, '2025-01-07T04:34:44.665313841'], [50.5800166, 8.678192, '2025-01-07T04:34:54.330627682'], [50.5800834, 8.6781062, '2025-01-07T04:35:03.995941523'], [50.5800026, 8.6779503, '2025-01-07T04:35:13.661255364'], [50.5802586, 8.6776509, '2025-01-07T04:35:23.326569205'], [50.5800835, 8.6771226, '2025-01-07T04:35:32.991883045'], [50.5800144, 8.6769545, '2025-01-07T04:35:42.657196886'], [50.5805554, 8.6762903, '2025-01-07T04:35:52.322510727'], [50.580747, 8.676061, '2025-01-07T04:36:01.987824568'], [50.5808838, 8.6758981, '2025-01-07T04:36:11.653138409'], [50.5811956, 8.6755267, '2025-01-07T04:36:21.318452250'], [50.5814, 8.6753099, '2025-01-07T04:36:30.983766091'], [50.5824525, 8.6744968, '2025-01-07T04:36:40.649079932'], [50.5825524, 8.6744123, '2025-01-07T04:36:50.314393773'], [50.5826544, 8.6743313, '2025-01-07T04:36:59.979707614'], [50.5827162, 8.6742759, '2025-01-07T04:37:09.645021455'], [50.5828182, 8.6741907, '2025-01-07T04:37:19.310335295'], [50.5829714, 8.6740692, '2025-01-07T04:37:28.975649136'], [50.5831814, 8.6738925, '2025-01-07T04:37:38.640962977'], [50.5837984, 8.6728146, '2025-01-07T04:37:48.306276818'], [50.5838416, 8.6728754, '2025-01-07T04:37:57.971590659'], [50.5843352, 8.6722414, '2025-01-07T04:38:07.636904500'], [50.5847366, 8.6718143, '2025-01-07T04:38:17.302218341'], [50.5849066, 8.6715423, '2025-01-07T04:38:26.967532182'], [50.5854707, 8.670873, '2025-01-07T04:38:36.632846023'], [50.5855573, 8.6707471, '2025-01-07T04:38:46.298159864'], [50.5855905, 8.6706917, '2025-01-07T04:38:55.963473705'], [50.5857932, 8.6706718, '2025-01-07T04:39:05.628787545'], [50.5858343, 8.6707378, '2025-01-07T04:39:15.294101386'], [50.5859957, 8.6704111, '2025-01-07T04:39:24.959415227'], [50.5860199, 8.6703428, '2025-01-07T04:39:34.624729068'], [50.5860961, 8.6699943, '2025-01-07T04:39:44.290042909'], [50.5861754, 8.669282, '2025-01-07T04:39:53.955356750'], [50.5865789, 8.6694422, '2025-01-07T04:40:03.620670591'], [50.5871204, 8.6696683, '2025-01-07T04:40:13.285984432'], [50.587167, 8.6696893, '2025-01-07T04:40:22.951298273'], [50.5874327, 8.6690192, '2025-01-07T04:40:32.616612114'], [50.5874909, 8.6688596, '2025-01-07T04:40:42.281925955'], [50.5876621, 8.6682032, '2025-01-07T04:40:51.947239795'], [50.5877286, 8.6681207, '2025-01-07T04:41:01.612553636'], [50.5879463, 8.6682607, '2025-01-07T04:41:11.277867477'], [50.5878773, 8.6685556, '2025-01-07T04:41:20.943181318'], [50.5878494, 8.6685385, '2025-01-07T04:41:30.608495159'], [50.5876566, 8.6684359, '2025-01-07T04:41:40.273809']]"
91180,50.587148,8.682158,2025-01-07T04:46:44,50.580418,8.664761,2025-01-07T04:55:51,547.531144,2025-01-07,1752.0460000000003,"[[50.5870201, 8.6825828, '2025-01-07T04:46:44'], [50.5868284, 8.6819172, '2025-01-07T04:46:55.406898833'], [50.5867193, 8.6815294, '2025-01-07T04:47:06.813797667'], [50.5865831, 8.6814821, '2025-01-07T04:47:18.220696500'], [50.5865149, 8.6813607, '2025-01-07T04:47:29.627595333'], [50.5865373, 8.6811759, '2025-01-07T04:47:41.034494167'], [50.5866231, 8.6809384, '2025-01-07T04:47:52.441393'], [50.5865674, 8.6809282, '2025-01-07T04:48:03.848291833'], [50.586053, 8.680535, '2025-01-07T04:48:15.255190666'], [50.585332, 8.6797878, '2025-01-07T04:48:26.662089500'], [50.585154, 8.6796028, '2025-01-07T04:48:38.068988333'], [50.584703, 8.679125, '2025-01-07T04:48:49.475887167'], [50.5840833, 8.6783053, '2025-01-07T04:49:00.882786'], [50.5837809, 8.6777057, '2025-01-07T04:49:12.289684833'], [50.583596, 8.6773049, '2025-01-07T04:49:23.696583667'], [50.5834105, 8.6767498, '2025-01-07T04:49:35.103482500'], [50.5827596, 8.6746617, '2025-01-07T04:49:46.510381333'], [50.5826763, 8.6743957, '2025-01-07T04:49:57.917280167'], [50.5826544, 8.6743313, '2025-01-07T04:50:09.324179'], [50.5823136, 8.6733243, '2025-01-07T04:50:20.731077833'], [50.5822354, 8.6730919, '2025-01-07T04:50:32.137976667'], [50.5819333, 8.6722236, '2025-01-07T04:50:43.544875500'], [50.581897, 8.6721154, '2025-01-07T04:50:54.951774333'], [50.581755, 8.6716381, '2025-01-07T04:51:06.358673167'], [50.581758, 8.670943, '2025-01-07T04:51:17.765572'], [50.5820813, 8.6702388, '2025-01-07T04:51:29.172470833'], [50.5820088, 8.6700682, '2025-01-07T04:51:40.579369667'], [50.581829, 8.6698466, '2025-01-07T04:51:51.986268500'], [50.5815249, 8.6694719, '2025-01-07T04:52:03.393167333'], [50.5812435, 8.6691226, '2025-01-07T04:52:14.800066167'], [50.5807719, 8.6685297, '2025-01-07T04:52:26.206965'], [50.5802769, 8.6679503, '2025-01-07T04:52:37.613863833'], [50.5803586, 8.6677869, '2025-01-07T04:52:49.020762667'], [50.5803911, 8.6677252, '2025-01-07T04:53:00.427661500'], [50.5806841, 8.6672001, '2025-01-07T04:53:11.834560333'], [50.5808749, 8.666839, '2025-01-07T04:53:23.241459167'], [50.5808884, 8.6668114, '2025-01-07T04:53:34.648358'], [50.5809898, 8.6666084, '2025-01-07T04:53:46.055256833'], [50.5810005, 8.6665855, '2025-01-07T04:53:57.462155667'], [50.5811532, 8.6662801, '2025-01-07T04:54:08.869054500'], [50.5813834, 8.6657269, '2025-01-07T04:54:20.275953333'], [50.5812321, 8.6654611, '2025-01-07T04:54:31.682852167'], [50.5811853, 8.6654033, '2025-01-07T04:54:43.089751'], [50.5811638, 8.6653758, '2025-01-07T04:54:54.496649833'], [50.5809885, 8.6651658, '2025-01-07T04:55:05.903548667'], [50.5806046, 8.6646893, '2025-01-07T04:55:17.310447500'], [50.5804093, 8.6644626, '2025-01-07T04:55:28.717346333'], [50.5803588, 8.6645584, '2025-01-07T04:55:40.124245167'], [50.5803143, 8.6646412, '2025-01-07T04:55:51.531143999']]"
91145,50.589469,8.681104,2025-01-07T05:17:08,50.591022,8.680488,2025-01-07T05:18:09,60.824965,2025-01-07,482.69500000000005,"[[50.5893569, 8.6809662, '2025-01-07T05:17:08'], [50.5896737, 8.680734, '2025-01-07T05:17:13.068747083'], [50.5899839, 8.6805043, '2025-01-07T05:17:18.137494167'], [50.5901641, 8.6801734, '2025-01-07T05:17:23.206241250'], [50.5902509, 8.6792056, '2025-01-07T05:17:28.274988333'], [50.590316, 8.6788245, '2025-01-07T05:17:33.343735417'], [50.5904751, 8.6788661, '2025-01-07T05:17:38.412482500'], [50.5909738, 8.6789538, '2025-01-07T05:17:43.481229583'], [50.5916254, 8.6792116, '2025-01-07T05:17:48.549976667'], [50.5915287, 8.6795693, '2025-01-07T05:17:53.618723750'], [50.5910854, 8.6802377, '2025-01-07T05:17:58.687470833'], [50.5910425, 8.6802481, '2025-01-07T05:18:03.756217917'], [50.5910605, 8.6804401, '2025-01-07T05:18:08.824965']]"
91145,50.591022,8.680488,2025-01-07T05:18:09,50.589469,8.681104,2025-01-07T05:19:10,60.818702,2025-01-07,947.7719999999999,"[[50.5910605, 8.6804401, '2025-01-07T05:18:09'], [50.5910425, 8.6802481, '2025-01-07T05:18:10.900584438'], [50.5910854, 8.6802377, '2025-01-07T05:18:12.801168875'], [50.5915287, 8.6795693, '2025-01-07T05:18:14.701753313'], [50.5916254, 8.6792116, '2025-01-07T05:18:16.602337750'], [50.5922453, 8.6796011, '2025-01-07T05:18:18.502922188'], [50.5928057, 8.6800312, '2025-01-07T05:18:20.403506625'], [50.5928501, 8.6800671, '2025-01-07T05:18:22.304091062'], [50.5929522, 8.6801539, '2025-01-07T05:18:24.204675500'], [50.593247, 8.6804095, '2025-01-07T05:18:26.105259938'], [50.5935273, 8.6806462, '2025-01-07T05:18:28.005844375'], [50.5931765, 8.6816709, '2025-01-07T05:18:29.906428812'], [50.5931427, 8.681769, '2025-01-07T05:18:31.807013250'], [50.593013, 8.6821081, '2025-01-07T05:18:33.707597688'], [50.5928014, 8.6819151, '2025-01-07T05:18:35.608182125'], [50.5927204, 8.6818524, '2025-01-07T05:18:37.508766562'], [50.5926081, 8.6817719, '2025-01-07T05:18:39.409351'], [50.5923368, 8.681595, '2025-01-07T05:18:41.309935438'], [50.5922928, 8.6815771, '2025-01-07T05:18:43.210519875'], [50.5921234, 8.6814907, '2025-01-07T05:18:45.111104313'], [50.5919015, 8.6814088, '2025-01-07T05:18:47.011688750'], [50.5917629, 8.6813747, '2025-01-07T05:18:48.912273187'], [50.5917243, 8.6813666, '2025-01-07T05:18:50.812857625'], [50.5910714, 8.6813255, '2025-01-07T05:18:52.713442063'], [50.5908101, 8.6814392, '2025-01-07T05:18:54.614026500'], [50.5905815, 8.6806717, '2025-01-07T05:18:56.514610938'], [50.5903055, 8.6807399, '2025-01-07T05:18:58.415195375'], [50.5902415, 8.6807873, '2025-01-07T05:19:00.315779813'], [50.5900011, 8.6809607, '2025-01-07T05:19:02.216364250'], [50.5897861, 8.6811146, '2025-01-07T05:19:04.116948687'], [50.589747, 8.6811426, '2025-01-07T05:19:06.017533125'], [50.5894784, 8.6813391, '2025-01-07T05:19:07.918117563'], [50.5893569, 8.6809662, '2025-01-07T05:19:09.818702']]"
