minute,id,uid,latitude,longitude,name,spot,station_number,maintenance,terminal_type,city_id,city_name,bike_count,bike_list
2025-01-01T00:00:00,3965613,14235672,50.816058,8.772242,Anatomie,True,5140,False,traffic_sign,438,Marburg,2,"385625, 385607"
2025-01-01T03:07:00,3965613,14235672,50.816058,8.772242,Anatomie,True,5140,False,traffic_sign,438,Marburg,1,385625
2025-01-01T07:43:00,3965613,14235672,50.816058,8.772242,Anatomie,True,5140,False,traffic_sign,438,Marburg,0,
2025-01-01T14:37:00,3965613,14235672,50.816058,8.772242,Anatomie,True,5140,False,traffic_sign,438,Marburg,1,385583
2025-01-01T16:02:00,3965613,14235672,50.816058,8.772242,Anatomie,True,5140,False,traffic_sign,438,Marburg,2,"385592, 385583"
2025-01-01T16:33:00,3965613,14235672,50.816058,8.772242,Anatomie,True,5140,False,traffic_sign,438,Marburg,1,385583
2025-01-01T16:51:00,3965613,14235672,50.816058,8.772242,Anatomie,True,5140,False,traffic_sign,438,Marburg,0,
2025-01-01T20:30:00,3965613,14235672,50.816058,8.772242,Anatomie,True,5140,False,traffic_sign,438,Marburg,1,385650
2025-01-01T00:00:00,3965612,13391528,50.81395,8.76616,Ketzerbach/Zwischenhausen,True,5141,False,free,438,Marburg,1,385834
2025-01-01T00:18:00,3965612,13391528,50.81395,8.76616,Ketzerbach/Zwischenhausen,True,5141,False,free,438,Marburg,2,"385834, 380165"
2025-01-01T01:46:00,3965612,13391528,50.81395,8.76616,Ketzerbach/Zwischenhausen,True,5141,False,free,438,Marburg,3,"380165, 385836, 385834"
2025-01-01T02:45:00,3965612,13391528,50.81395,8.76616,Ketzerbach/Zwischenhausen,True,5141,False,free,438,Marburg,4,"385834, 385836, 385606, 380165"
2025-01-01T03:01:00,3965612,13391528,50.81395,8.76616,Ketzerbach/Zwischenhausen,True,5141,False,free,438,Marburg,3,"385836, 385606, 380165"
2025-01-01T04:25:00,3965612,13391528,50.81395,8.76616,Ketzerbach/Zwischenhausen,True,5141,False,free,438,Marburg,2,"385836, 385606"
2025-01-01T05:34:00,3965612,13391528,50.81395,8.76616,Ketzerbach/Zwischenhausen,True,5141,False,free,438,Marburg,3,"385836, 385606, 385667"
2025-01-01T05:38:00,3965612,13391528,50.81395,8.76616,Ketzerbach/Zwischenhausen,True,5141,False,free,438,Marburg,2,"385606, 385667"
2025-01-01T05:39:00,3965612,13391528,50.81395,8.76616,Ketzerbach/Zwischenhausen,True,5141,False,free,438,Marburg,1,385667
2025-01-01T06:31:00,3965612,13391528,50.81395,8.76616,Ketzerbach/Zwischenhausen,True,5141,False,free,438,Marburg,3,"385631, 385554, 385667"
2025-01-01T07:18:00,3965612,13391528,50.81395,8.76616,Ketzerbach/Zwischenhausen,True,5141,False,free,438,Marburg,4,"385554, 385667, 385631, 385783"
2025-01-01T07:29:00,3965612,13391528,50.81395,8.76616,Ketzerbach/Zwischenhausen,True,5141,False,free,438,Marburg,3,"385783, 385554, 385631"
2025-01-01T08:10:00,3965612,13391528,50.81395,8.76616,Ketzerbach/Zwischenhausen,True,5141,False,free,438,Marburg,2,"385631, 385554"
2025-01-01T13:09:00,3965612,13391528,50.81395,8.76616,Ketzerbach/Zwischenhausen,True,5141,False,free,438,Marburg,0,
2025-01-01T17:29:00,3965612,13391528,50.81395,8.76616,Ketzerbach/Zwischenhausen,True,5141,False,free,438,Marburg,1,381386
2025-01-01T18:08:00,3965612,13391528,50.81395,8.76616,Ketzerbach/Zwischenhausen,True,5141,False,free,438,Marburg,0,
2025-01-01T18:36:00,3965612,13391528,50.81395,8.76616,Ketzerbach/Zwischenhausen,True,5141,False,free,438,Marburg,1,385821
2025-01-01T18:52:00,3965612,13391528,50.81395,8.76616,Ketzerbach/Zwischenhausen,True,5141,False,free,438,Marburg,2,"385550, 385821"
2025-01-01T00:00:00,3965611,13391482,50.80346,8.763582,Friedrichplatz,True,5142,False,traffic_sign,438,Marburg,1,380031
2025-01-01T02:19:00,3965611,13391482,50.80346,8.763582,Friedrichplatz,True,5142,False,traffic_sign,438,Marburg,2,"385591, 380031"
2025-01-01T03:38:00,3965611,13391482,50.80346,8.763582,Friedrichplatz,True,5142,False,traffic_sign,438,Marburg,3,"385591, 385518, 380031"
2025-01-01T14:45:00,3965611,13391482,50.80346,8.763582,Friedrichplatz,True,5142,False,traffic_sign,438,Marburg,5,"385591, 380031, 385793, 385518, 385757"
2025-01-01T14:46:00,3965611,13391482,50.80346,8.763582,Friedrichplatz,True,5142,False,traffic_sign,438,Marburg,6,"385793, 385757, 385518, 380031, 385612, 385591"
2025-01-01T16:13:00,3965611,13391482,50.80346,8.763582,Friedrichplatz,True,5142,False,traffic_sign,438,Marburg,7,"385757, 380031, 385627, 385612, 385591, 385518, 385793"
2025-01-01T00:00:00,3965610,13391461,50.794611,8.772191,Interkulturelle Gärten/ Am Richtsberg,True,5143,False,traffic_sign,438,Marburg,0,
2025-01-01T00:00:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,11,"385516, 385771, 385794, 385832, 385508, 385518, 385583, 385659, 385650, 380152, 385652"
2025-01-01T00:18:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,10,"385771, 385832, 385508, 385516, 385518, 385583, 385659, 385650, 380152, 385652"
2025-01-01T00:49:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,9,"385518, 385516, 385832, 385771, 385508, 385652, 380152, 385650, 385659"
2025-01-01T01:07:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,10,"385516, 385574, 385659, 385650, 385652, 380152, 385508, 385832, 385771, 385518"
2025-01-01T01:16:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,9,"385832, 385659, 385516, 385508, 385518, 385574, 385652, 380152, 385650"
2025-01-01T01:17:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,8,"385652, 380152, 385659, 385508, 385832, 385650, 385518, 385516"
2025-01-01T02:22:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,7,"385650, 385652, 385659, 380152, 385508, 385832, 385518"
2025-01-01T02:23:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,5,"380152, 385832, 385508, 385659, 385652"
2025-01-01T02:48:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,4,"385832, 380152, 385508, 385652"
2025-01-01T03:58:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,3,"385652, 385508, 380152"
2025-01-01T03:59:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,2,"380152, 385508"
2025-01-01T06:11:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,1,380152
2025-01-01T11:42:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,2,"385640, 380152"
2025-01-01T11:49:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,3,"380152, 385612, 385640"
2025-01-01T11:52:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,4,"380152, 385640, 385612, 385606"
2025-01-01T11:56:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,6,"385771, 385612, 385606, 385574, 385640, 380152"
2025-01-01T11:57:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,5,"385612, 380152, 385640, 385574, 385606"
2025-01-01T12:48:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,4,"380152, 385640, 385574, 385606"
2025-01-01T12:58:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,5,"385640, 380118, 385606, 385574, 380152"
2025-01-01T14:08:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,4,"380152, 385640, 380118, 385606"
2025-01-01T14:12:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,5,"385606, 380118, 385667, 385640, 380152"
2025-01-01T15:10:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,7,"385812, 385640, 380152, 380118, 385667, 385606, 385524"
2025-01-01T15:37:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,8,"385640, 380152, 380127, 380118, 385667, 385606, 385524, 385812"
2025-01-01T15:40:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,7,"380152, 385640, 380127, 380118, 385667, 385606, 385524"
2025-01-01T16:14:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,6,"385524, 385606, 385667, 380118, 380152, 385640"
2025-01-01T16:45:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,5,"385667, 385524, 380152, 385640, 385606"
2025-01-01T17:24:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,6,"385640, 380152, 385667, 385606, 385524, 385671"
2025-01-01T17:28:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,5,"380152, 385524, 385606, 385667, 385640"
2025-01-01T17:29:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,6,"381375, 385524, 385606, 385667, 380152, 385640"
2025-01-01T17:47:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,5,"385606, 385667, 380152, 385640, 381375"
2025-01-01T19:10:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,4,"385640, 380152, 385667, 381375"
2025-01-01T19:34:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,6,"381375, 385640, 380152, 385667, 385606, 385524"
2025-01-01T19:35:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,7,"385606, 385524, 380012, 385667, 380152, 385640, 381375"
2025-01-01T20:56:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,8,"385524, 381375, 385640, 380152, 385667, 380012, 385606, 385542"
2025-01-01T22:09:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,5,"380152, 385542, 381375, 385667, 385640"
2025-01-01T22:28:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,4,"385667, 381375, 385640, 380152"
2025-01-01T23:32:00,3965608,6666288,50.813691,8.770734,Neue Universitätsbibliothek,True,5145,False,smart_sign,438,Marburg,3,"385640, 380152, 381375"
2025-01-01T00:00:00,3965609,13391374,50.819679,8.771403,Café Trauma/Afföllerwiesen,True,5146,False,traffic_sign,438,Marburg,0,
