trip_date,bike_number,start_latitude,start_longitude,start_time,end_latitude,end_longitude,end_time,duration,date,distance,segments
2024-11-19,386000,50.581759,8.670118,2024-11-19T06:24:02,50.588102,8.677491,2024-11-19T06:31:01,419.758883,2024-11-19,957.041,"[[50.5817988, 8.6699706, '2024-11-19T06:24:02'], [50.5819505, 8.670161, '2024-11-19T06:24:19.489953458'], [50.5820813, 8.6702388, '2024-11-19T06:24:36.979906917'], [50.5822685, 8.6705084, '2024-11-19T06:24:54.469860375'], [50.5828912, 8.6714375, '2024-11-19T06:25:11.959813833'], [50.5833419, 8.6721326, '2024-11-19T06:25:29.449767292'], [50.5834755, 8.6723483, '2024-11-19T06:25:46.939720750'], [50.5836982, 8.6726699, '2024-11-19T06:26:04.429674208'], [50.5837984, 8.6728146, '2024-11-19T06:26:21.919627667'], [50.5838416, 8.6728754, '2024-11-19T06:26:39.409581125'], [50.5840685, 8.6731943, '2024-11-19T06:26:56.899534583'], [50.5842686, 8.6734528, '2024-11-19T06:27:14.389488042'], [50.5844561, 8.6736674, '2024-11-19T06:27:31.879441500'], [50.5850595, 8.6742324, '2024-11-19T06:27:49.369394958'], [50.5854632, 8.6744418, '2024-11-19T06:28:06.859348417'], [50.5855653, 8.6746261, '2024-11-19T06:28:24.349301875'], [50.5860767, 8.6759847, '2024-11-19T06:28:41.839255333'], [50.5864107, 8.6766245, '2024-11-19T06:28:59.329208792'], [50.5867413, 8.6762243, '2024-11-19T06:29:16.819162250'], [50.5868881, 8.6762926, '2024-11-19T06:29:34.309115708'], [50.5869888, 8.6764393, '2024-11-19T06:29:51.799069167'], [50.5876474, 8.6772057, '2024-11-19T06:30:09.289022625'], [50.5875696, 8.677284, '2024-11-19T06:30:26.778976083'], [50.5877558, 8.6779083, '2024-11-19T06:30:44.268929542'], [50.587906, 8.6777836, '2024-11-19T06:31:01.758883']]"
2024-11-19,386000,50.588102,8.677491,2024-11-19T11:14:01,50.576661,8.692147,2024-11-19T11:27:02,780.769001,2024-11-19,2201.071999999999,"[[50.587906, 8.6777836, '2024-11-19T11:14:01'], [50.5877558, 8.6779083, '2024-11-19T11:14:14.461534500'], [50.5875384, 8.6781037, '2024-11-19T11:14:27.923069'], [50.5873411, 8.6788415, '2024-11-19T11:14:41.384603500'], [50.5872487, 8.6789401, '2024-11-19T11:14:54.846138'], [50.5872833, 8.6793545, '2024-11-19T11:15:08.307672500'], [50.5872149, 8.6793603, '2024-11-19T11:15:21.769207'], [50.587237, 8.6799975, '2024-11-19T11:15:35.230741500'], [50.5869463, 8.6802197, '2024-11-19T11:15:48.692276'], [50.5868061, 8.6802287, '2024-11-19T11:16:02.153810500'], [50.5865989, 8.6804736, '2024-11-19T11:16:15.615345'], [50.5866231, 8.6809384, '2024-11-19T11:16:29.076879500'], [50.5865373, 8.6811759, '2024-11-19T11:16:42.538414'], [50.5865149, 8.6813607, '2024-11-19T11:16:55.999948500'], [50.5864209, 8.6815279, '2024-11-19T11:17:09.461483'], [50.5863418, 8.6817086, '2024-11-19T11:17:22.923017500'], [50.5861981, 8.6820478, '2024-11-19T11:17:36.384552'], [50.5861068, 8.6822175, '2024-11-19T11:17:49.846086500'], [50.585682, 8.6830138, '2024-11-19T11:18:03.307621'], [50.5854719, 8.6834065, '2024-11-19T11:18:16.769155500'], [50.5850532, 8.6840808, '2024-11-19T11:18:30.230690'], [50.584484, 8.6844058, '2024-11-19T11:18:43.692224500'], [50.5841423, 8.6845679, '2024-11-19T11:18:57.153759'], [50.5839869, 8.6846373, '2024-11-19T11:19:10.615293500'], [50.583745, 8.6847587, '2024-11-19T11:19:24.076828'], [50.5835986, 8.685062, '2024-11-19T11:19:37.538362500'], [50.5835806, 8.6852188, '2024-11-19T11:19:50.999897'], [50.5833016, 8.6883219, '2024-11-19T11:20:04.461431500'], [50.5832076, 8.6895145, '2024-11-19T11:20:17.922966'], [50.5831261, 8.6903731, '2024-11-19T11:20:31.384500500'], [50.5830924, 8.6907078, '2024-11-19T11:20:44.846035'], [50.5826347, 8.6906085, '2024-11-19T11:20:58.307569500'], [50.5822477, 8.6905294, '2024-11-19T11:21:11.769104'], [50.5818827, 8.6905198, '2024-11-19T11:21:25.230638500'], [50.5816057, 8.6909041, '2024-11-19T11:21:38.692173'], [50.5814461, 8.6911719, '2024-11-19T11:21:52.153707500'], [50.581189, 8.6916068, '2024-11-19T11:22:05.615242'], [50.5804305, 8.692694, '2024-11-19T11:22:19.076776500'], [50.5801078, 8.6931057, '2024-11-19T11:22:32.538311'], [50.5794515, 8.6938393, '2024-11-19T11:22:45.999845500'], [50.5793559, 8.6939141, '2024-11-19T11:22:59.461380'], [50.5790022, 8.6941747, '2024-11-19T11:23:12.922914500'], [50.5788465, 8.6943045, '2024-11-19T11:23:26.384449'], [50.5787615, 8.6943758, '2024-11-19T11:23:39.845983500'], [50.5783797, 8.6947396, '2024-11-19T11:23:53.307518'], [50.5782221, 8.694912, '2024-11-19T11:24:06.769052500'], [50.5781557, 8.6949882, '2024-11-19T11:24:20.230587'], [50.5780047, 8.6951484, '2024-11-19T11:24:33.692121500'], [50.5778549, 8.6949072, '2024-11-19T11:24:47.153656'], [50.577753, 8.6946883, '2024-11-19T11:25:00.615190500'], [50.577679, 8.6946848, '2024-11-19T11:25:14.076725'], [50.5776518, 8.6945731, '2024-11-19T11:25:27.538259500'], [50.5771541, 8.6937488, '2024-11-19T11:25:40.999794'], [50.5771048, 8.6936695, '2024-11-19T11:25:54.461328500'], [50.5770671, 8.6935801, '2024-11-19T11:26:07.922863'], [50.5770472, 8.69267, '2024-11-19T11:26:21.384397500'], [50.5770477, 8.6923076, '2024-11-19T11:26:34.845932'], [50.5767852, 8.6921462, '2024-11-19T11:26:48.307466500'], [50.5767071, 8.6921931, '2024-11-19T11:27:01.769001']]"
2024-11-19,386000,50.576661,8.692147,2024-11-19T16:43:01,50.585137,8.671877,2024-11-19T16:56:04,782.991505,2024-11-19,2074.692,"[[50.5767071, 8.6921931, '2024-11-19T16:43:01'], [50.5767852, 8.6921462, '2024-11-19T16:43:16.057528942'], [50.5767933, 8.6919168, '2024-11-19T16:43:31.115057885'], [50.576796, 8.6918205, '2024-11-19T16:43:46.172586827'], [50.5769251, 8.6918169, '2024-11-19T16:44:01.230115769'], [50.57699, 8.6918336, '2024-11-19T16:44:16.287644712'], [50.5770747, 8.6916226, '2024-11-19T16:44:31.345173654'], [50.5770892, 8.6915792, '2024-11-19T16:44:46.402702596'], [50.5772375, 8.6911119, '2024-11-19T16:45:01.460231538'], [50.5773184, 8.6911878, '2024-11-19T16:45:16.517760481'], [50.5774342, 8.6908237, '2024-11-19T16:45:31.575289423'], [50.5774674, 8.6907199, '2024-11-19T16:45:46.632818365'], [50.577789, 8.689771, '2024-11-19T16:46:01.690347308'], [50.5780663, 8.6896206, '2024-11-19T16:46:16.747876250'], [50.5780109, 8.688159, '2024-11-19T16:46:31.805405192'], [50.5786777, 8.6839793, '2024-11-19T16:46:46.862934135'], [50.5788625, 8.6837435, '2024-11-19T16:47:01.920463077'], [50.578966, 8.6833058, '2024-11-19T16:47:16.977992019'], [50.5790082, 8.6827945, '2024-11-19T16:47:32.035520962'], [50.5797399, 8.6821846, '2024-11-19T16:47:47.093049904'], [50.5799813, 8.6824319, '2024-11-19T16:48:02.150578846'], [50.5800997, 8.6825778, '2024-11-19T16:48:17.208107788'], [50.5803323, 8.6828834, '2024-11-19T16:48:32.265636731'], [50.5805169, 8.6826376, '2024-11-19T16:48:47.323165673'], [50.5806951, 8.6824267, '2024-11-19T16:49:02.380694615'], [50.5809284, 8.6821472, '2024-11-19T16:49:17.438223558'], [50.5813186, 8.6816719, '2024-11-19T16:49:32.495752500'], [50.5814689, 8.6814861, '2024-11-19T16:49:47.553281442'], [50.5818682, 8.6810029, '2024-11-19T16:50:02.610810385'], [50.5818757, 8.6809938, '2024-11-19T16:50:17.668339327'], [50.5824998, 8.6802621, '2024-11-19T16:50:32.725868269'], [50.5824505, 8.6801602, '2024-11-19T16:50:47.783397212'], [50.5829222, 8.6799291, '2024-11-19T16:51:02.840926154'], [50.5830576, 8.6796628, '2024-11-19T16:51:17.898455096'], [50.5831663, 8.6795637, '2024-11-19T16:51:32.955984038'], [50.5840111, 8.6783895, '2024-11-19T16:51:48.013512981'], [50.5840833, 8.6783053, '2024-11-19T16:52:03.071041923'], [50.584547, 8.6777738, '2024-11-19T16:52:18.128570865'], [50.5846823, 8.6776249, '2024-11-19T16:52:33.186099808'], [50.5847788, 8.6775196, '2024-11-19T16:52:48.243628750'], [50.5849701, 8.6773071, '2024-11-19T16:53:03.301157692'], [50.5847823, 8.6770899, '2024-11-19T16:53:18.358686635'], [50.5848877, 8.676589, '2024-11-19T16:53:33.416215577'], [50.5849614, 8.6761298, '2024-11-19T16:53:48.473744519'], [50.5850044, 8.6758527, '2024-11-19T16:54:03.531273462'], [50.5850704, 8.6753049, '2024-11-19T16:54:18.588802404'], [50.5850804, 8.6751558, '2024-11-19T16:54:33.646331346'], [50.5850767, 8.6749411, '2024-11-19T16:54:48.703860288'], [50.5850595, 8.6742324, '2024-11-19T16:55:03.761389231'], [50.5850971, 8.6737343, '2024-11-19T16:55:18.818918173'], [50.5851279, 8.6732111, '2024-11-19T16:55:33.876447115'], [50.5853107, 8.6723871, '2024-11-19T16:55:48.933976058'], [50.5850526, 8.6718473, '2024-11-19T16:56:03.991505']]"
2024-11-19,386000,50.585137,8.671877,2024-11-19T17:22:01,50.578991,8.664509,2024-11-19T17:31:02,540.849363,2024-11-19,1043.707,"[[50.5850526, 8.6718473, '2024-11-19T17:22:01'], [50.5849066, 8.6715423, '2024-11-19T17:22:21.031457889'], [50.5847366, 8.6718143, '2024-11-19T17:22:41.062915778'], [50.5843352, 8.6722414, '2024-11-19T17:23:01.094373667'], [50.5838416, 8.6728754, '2024-11-19T17:23:21.125831556'], [50.5837984, 8.6728146, '2024-11-19T17:23:41.157289444'], [50.5836982, 8.6726699, '2024-11-19T17:24:01.188747333'], [50.5834755, 8.6723483, '2024-11-19T17:24:21.220205222'], [50.5833419, 8.6721326, '2024-11-19T17:24:41.251663111'], [50.5828912, 8.6714375, '2024-11-19T17:25:01.283121'], [50.5822685, 8.6705084, '2024-11-19T17:25:21.314578889'], [50.5820813, 8.6702388, '2024-11-19T17:25:41.346036778'], [50.5820088, 8.6700682, '2024-11-19T17:26:01.377494667'], [50.581829, 8.6698466, '2024-11-19T17:26:21.408952556'], [50.5815249, 8.6694719, '2024-11-19T17:26:41.440410444'], [50.5812435, 8.6691226, '2024-11-19T17:27:01.471868333'], [50.5807719, 8.6685297, '2024-11-19T17:27:21.503326222'], [50.5802769, 8.6679503, '2024-11-19T17:27:41.534784111'], [50.5802118, 8.6678734, '2024-11-19T17:28:01.566242'], [50.5799332, 8.6675459, '2024-11-19T17:28:21.597699889'], [50.5795674, 8.6671019, '2024-11-19T17:28:41.629157778'], [50.5795006, 8.6670208, '2024-11-19T17:29:01.660615667'], [50.5794084, 8.6669121, '2024-11-19T17:29:21.692073556'], [50.5790872, 8.6665251, '2024-11-19T17:29:41.723531444'], [50.578988, 8.666005, '2024-11-19T17:30:01.754989333'], [50.5789497, 8.6655111, '2024-11-19T17:30:21.786447222'], [50.5789536, 8.6652868, '2024-11-19T17:30:41.817905111'], [50.578902, 8.6644617, '2024-11-19T17:31:01.849363']]"
2024-11-19,386000,50.578991,8.664509,2024-11-19T20:27:01,50.568342,8.649757,2024-11-19T20:36:03,541.963583,2024-11-19,2017.3929999999998,"[[50.578902, 8.6644617, '2024-11-19T20:27:01'], [50.5788836, 8.6643366, '2024-11-19T20:27:19.688399414'], [50.5788692, 8.6642619, '2024-11-19T20:27:38.376798828'], [50.5782386, 8.6654915, '2024-11-19T20:27:57.065198241'], [50.5773296, 8.6643659, '2024-11-19T20:28:15.753597655'], [50.577093, 8.6640732, '2024-11-19T20:28:34.441997069'], [50.5769238, 8.6638639, '2024-11-19T20:28:53.130396483'], [50.5767257, 8.6636189, '2024-11-19T20:29:11.818795897'], [50.5762626, 8.6630536, '2024-11-19T20:29:30.507195309'], [50.5765513, 8.6623884, '2024-11-19T20:29:49.195594724'], [50.5767162, 8.6620165, '2024-11-19T20:30:07.883994138'], [50.5767546, 8.661929, '2024-11-19T20:30:26.572393552'], [50.576932, 8.6615041, '2024-11-19T20:30:45.260792966'], [50.5772655, 8.6607225, '2024-11-19T20:31:03.949192379'], [50.5780493, 8.6587356, '2024-11-19T20:31:22.637591793'], [50.5767411, 8.6574539, '2024-11-19T20:31:41.325991207'], [50.5755464, 8.6562974, '2024-11-19T20:32:00.014390621'], [50.5747446, 8.6557804, '2024-11-19T20:32:18.702790034'], [50.5727821, 8.6538425, '2024-11-19T20:32:37.391189448'], [50.5716059, 8.6524615, '2024-11-19T20:32:56.079588862'], [50.5710951, 8.6519711, '2024-11-19T20:33:14.767988276'], [50.5708056, 8.6517407, '2024-11-19T20:33:33.456387690'], [50.570591, 8.6515913, '2024-11-19T20:33:52.144787103'], [50.5703841, 8.6514633, '2024-11-19T20:34:10.833186517'], [50.5699301, 8.651202, '2024-11-19T20:34:29.521585930'], [50.5698827, 8.651173, '2024-11-19T20:34:48.209985345'], [50.5695113, 8.6506573, '2024-11-19T20:35:06.898384759'], [50.5694831, 8.6505522, '2024-11-19T20:35:25.586784172'], [50.5694148, 8.650027, '2024-11-19T20:35:44.275183586'], [50.5686271, 8.6501358, '2024-11-19T20:36:02.963583']]"
2024-11-19,386000,50.568342,8.649757,2024-11-19T20:36:03,50.565941,8.65186,2024-11-19T20:37:01,58.542112,2024-11-19,358.923,"[[50.5686271, 8.6501358, '2024-11-19T20:36:03'], [50.5679733, 8.6502364, '2024-11-19T20:36:10.317764'], [50.5675713, 8.6502282, '2024-11-19T20:36:17.635528'], [50.5672666, 8.6499847, '2024-11-19T20:36:24.953292'], [50.5669775, 8.6503704, '2024-11-19T20:36:32.271056'], [50.5664018, 8.6513302, '2024-11-19T20:36:39.588820'], [50.5663637, 8.6514017, '2024-11-19T20:36:46.906584'], [50.5660624, 8.6519664, '2024-11-19T20:36:54.224348'], [50.5660297, 8.6520264, '2024-11-19T20:37:01.542112']]"
2024-11-19,386001,50.572309,8.682867,2024-11-19T08:47:02,50.580753,8.695099,2024-11-19T08:57:01,599.608087,2024-11-19,2145.925,"[[50.572143, 8.682875, '2024-11-19T08:47:02'], [50.5727075, 8.6824677, '2024-11-19T08:47:14.236899735'], [50.5728766, 8.6823431, '2024-11-19T08:47:26.473799469'], [50.5730795, 8.6821907, '2024-11-19T08:47:38.710699204'], [50.5734504, 8.6819037, '2024-11-19T08:47:50.947598939'], [50.5738454, 8.6816009, '2024-11-19T08:48:03.184498673'], [50.5739286, 8.6815344, '2024-11-19T08:48:15.421398408'], [50.5741787, 8.6813202, '2024-11-19T08:48:27.658298143'], [50.5744223, 8.6811042, '2024-11-19T08:48:39.895197878'], [50.5748892, 8.6809131, '2024-11-19T08:48:52.132097612'], [50.5749978, 8.680994, '2024-11-19T08:49:04.368997347'], [50.575647, 8.6811554, '2024-11-19T08:49:16.605897082'], [50.5758049, 8.681313, '2024-11-19T08:49:28.842796816'], [50.5758541, 8.6813547, '2024-11-19T08:49:41.079696551'], [50.5760138, 8.6814876, '2024-11-19T08:49:53.316596286'], [50.5761456, 8.6815927, '2024-11-19T08:50:05.553496020'], [50.5762896, 8.6817137, '2024-11-19T08:50:17.790395755'], [50.5764196, 8.6818222, '2024-11-19T08:50:30.027295490'], [50.5766645, 8.6822593, '2024-11-19T08:50:42.264195224'], [50.5766785, 8.6822454, '2024-11-19T08:50:54.501094959'], [50.5770189, 8.6818387, '2024-11-19T08:51:06.737994694'], [50.5774387, 8.6817464, '2024-11-19T08:51:18.974894429'], [50.5776273, 8.681723, '2024-11-19T08:51:31.211794163'], [50.577989, 8.6817074, '2024-11-19T08:51:43.448693898'], [50.5781122, 8.681622, '2024-11-19T08:51:55.685593633'], [50.5786238, 8.6832385, '2024-11-19T08:52:07.922493367'], [50.5786777, 8.6839793, '2024-11-19T08:52:20.159393102'], [50.5788625, 8.6837435, '2024-11-19T08:52:32.396292837'], [50.578966, 8.6833058, '2024-11-19T08:52:44.633192571'], [50.5789534, 8.6835363, '2024-11-19T08:52:56.870092306'], [50.578937, 8.6839759, '2024-11-19T08:53:09.106992041'], [50.5789298, 8.6843933, '2024-11-19T08:53:21.343891776'], [50.5789222, 8.6858233, '2024-11-19T08:53:33.580791510'], [50.5789078, 8.6864383, '2024-11-19T08:53:45.817691245'], [50.5788681, 8.6889776, '2024-11-19T08:53:58.054590980'], [50.5796177, 8.6893774, '2024-11-19T08:54:10.291490714'], [50.5802112, 8.6896658, '2024-11-19T08:54:22.528390449'], [50.5802566, 8.6898331, '2024-11-19T08:54:34.765290184'], [50.5802235, 8.6910349, '2024-11-19T08:54:47.002189918'], [50.581189, 8.6916068, '2024-11-19T08:54:59.239089653'], [50.581225, 8.6917069, '2024-11-19T08:55:11.475989388'], [50.5812235, 8.6919534, '2024-11-19T08:55:23.712889122'], [50.5810216, 8.6922415, '2024-11-19T08:55:35.949788857'], [50.5808441, 8.6925402, '2024-11-19T08:55:48.186688592'], [50.5802964, 8.6932204, '2024-11-19T08:56:00.423588327'], [50.5802493, 8.6932818, '2024-11-19T08:56:12.660488061'], [50.5800245, 8.6935622, '2024-11-19T08:56:24.897387796'], [50.5807088, 8.6953183, '2024-11-19T08:56:37.134287531'], [50.5807647, 8.6951973, '2024-11-19T08:56:49.371187265'], [50.5807919, 8.6951385, '2024-11-19T08:57:01.608087']]"
2024-11-19,386002,50.579946,8.67848,2024-11-19T07:09:03,50.573486,8.700008,2024-11-19T07:20:02,658.975405,2024-11-19,1955.4910000000002,"[[50.5798525, 8.6786714, '2024-11-19T07:09:03'], [50.5803853, 8.6797581, '2024-11-19T07:09:28.345207885'], [50.5804169, 8.6798213, '2024-11-19T07:09:53.690415769'], [50.5801067, 8.6804465, '2024-11-19T07:10:19.035623654'], [50.5797733, 8.681285, '2024-11-19T07:10:44.380831538'], [50.579736, 8.6813812, '2024-11-19T07:11:09.726039423'], [50.5795047, 8.6819865, '2024-11-19T07:11:35.071247308'], [50.579257, 8.6817729, '2024-11-19T07:12:00.416455192'], [50.5791797, 8.6817071, '2024-11-19T07:12:25.761663077'], [50.5790082, 8.6827945, '2024-11-19T07:12:51.106870962'], [50.578966, 8.6833058, '2024-11-19T07:13:16.452078846'], [50.5788625, 8.6837435, '2024-11-19T07:13:41.797286731'], [50.5786777, 8.6839793, '2024-11-19T07:14:07.142494615'], [50.5786238, 8.6832385, '2024-11-19T07:14:32.487702500'], [50.5769575, 8.687413, '2024-11-19T07:14:57.832910385'], [50.5764627, 8.6888946, '2024-11-19T07:15:23.178118269'], [50.5762007, 8.6897155, '2024-11-19T07:15:48.523326154'], [50.576027, 8.6903575, '2024-11-19T07:16:13.868534038'], [50.5757318, 8.6914771, '2024-11-19T07:16:39.213741923'], [50.5747595, 8.6951468, '2024-11-19T07:17:04.558949808'], [50.5745027, 8.6959452, '2024-11-19T07:17:29.904157692'], [50.5744591, 8.6959967, '2024-11-19T07:17:55.249365577'], [50.5730357, 8.6983155, '2024-11-19T07:18:20.594573462'], [50.5729758, 8.6986734, '2024-11-19T07:18:45.939781346'], [50.5735158, 8.6996633, '2024-11-19T07:19:11.284989231'], [50.5733833, 8.6998201, '2024-11-19T07:19:36.630197115'], [50.5734173, 8.6998994, '2024-11-19T07:20:01.975405']]"
2024-11-19,386002,50.573486,8.700008,2024-11-19T10:46:01,50.576216,8.69397,2024-11-19T10:53:01,420.045499,2024-11-19,715.531,"[[50.5734173, 8.6998994, '2024-11-19T10:46:01'], [50.5733833, 8.6998201, '2024-11-19T10:46:25.708558765'], [50.5735158, 8.6996633, '2024-11-19T10:46:50.417117529'], [50.5729758, 8.6986734, '2024-11-19T10:47:15.125676294'], [50.5730357, 8.6983155, '2024-11-19T10:47:39.834235059'], [50.5744591, 8.6959967, '2024-11-19T10:48:04.542793824'], [50.5745027, 8.6959452, '2024-11-19T10:48:29.251352588'], [50.5747595, 8.6951468, '2024-11-19T10:48:53.959911353'], [50.5749146, 8.6952747, '2024-11-19T10:49:18.668470118'], [50.5749357, 8.694804, '2024-11-19T10:49:43.377028882'], [50.5750446, 8.6943428, '2024-11-19T10:50:08.085587647'], [50.5751268, 8.6940323, '2024-11-19T10:50:32.794146412'], [50.5755298, 8.6940933, '2024-11-19T10:50:57.502705176'], [50.5756787, 8.6940922, '2024-11-19T10:51:22.211263941'], [50.5758618, 8.6940865, '2024-11-19T10:51:46.919822706'], [50.5760738, 8.694085, '2024-11-19T10:52:11.628381471'], [50.5760435, 8.6938011, '2024-11-19T10:52:36.336940235'], [50.5762981, 8.6938047, '2024-11-19T10:53:01.045499']]"
2024-11-19,386002,50.576216,8.69397,2024-11-19T16:49:02,50.586566,8.67686,2024-11-19T17:06:01,1019.0547,2024-11-19,2113.815,"[[50.5762981, 8.6938047, '2024-11-19T16:49:02'], [50.5760435, 8.6938011, '2024-11-19T16:49:20.528267273'], [50.5758223, 8.6934913, '2024-11-19T16:49:39.056534545'], [50.5757973, 8.6932786, '2024-11-19T16:49:57.584801818'], [50.5758675, 8.6929515, '2024-11-19T16:50:16.113069091'], [50.5763852, 8.6927133, '2024-11-19T16:50:34.641336364'], [50.5764685, 8.6925751, '2024-11-19T16:50:53.169603636'], [50.5767071, 8.6921931, '2024-11-19T16:51:11.697870909'], [50.5767852, 8.6921462, '2024-11-19T16:51:30.226138182'], [50.5767933, 8.6919168, '2024-11-19T16:51:48.754405455'], [50.576796, 8.6918205, '2024-11-19T16:52:07.282672727'], [50.5769251, 8.6918169, '2024-11-19T16:52:25.810940'], [50.57699, 8.6918336, '2024-11-19T16:52:44.339207273'], [50.5770747, 8.6916226, '2024-11-19T16:53:02.867474545'], [50.5770892, 8.6915792, '2024-11-19T16:53:21.395741818'], [50.5772375, 8.6911119, '2024-11-19T16:53:39.924009091'], [50.5773184, 8.6911878, '2024-11-19T16:53:58.452276364'], [50.5774342, 8.6908237, '2024-11-19T16:54:16.980543636'], [50.5774674, 8.6907199, '2024-11-19T16:54:35.508810909'], [50.577789, 8.689771, '2024-11-19T16:54:54.037078182'], [50.5780663, 8.6896206, '2024-11-19T16:55:12.565345455'], [50.5780109, 8.688159, '2024-11-19T16:55:31.093612727'], [50.5786777, 8.6839793, '2024-11-19T16:55:49.621880'], [50.5788625, 8.6837435, '2024-11-19T16:56:08.150147273'], [50.578966, 8.6833058, '2024-11-19T16:56:26.678414545'], [50.5790082, 8.6827945, '2024-11-19T16:56:45.206681818'], [50.5797399, 8.6821846, '2024-11-19T16:57:03.734949091'], [50.5799813, 8.6824319, '2024-11-19T16:57:22.263216363'], [50.5800997, 8.6825778, '2024-11-19T16:57:40.791483636'], [50.5803323, 8.6828834, '2024-11-19T16:57:59.319750909'], [50.5805169, 8.6826376, '2024-11-19T16:58:17.848018182'], [50.5806951, 8.6824267, '2024-11-19T16:58:36.376285455'], [50.5809284, 8.6821472, '2024-11-19T16:58:54.904552727'], [50.5813186, 8.6816719, '2024-11-19T16:59:13.432820'], [50.5814689, 8.6814861, '2024-11-19T16:59:31.961087273'], [50.5818682, 8.6810029, '2024-11-19T16:59:50.489354545'], [50.5818757, 8.6809938, '2024-11-19T17:00:09.017621818'], [50.5824998, 8.6802621, '2024-11-19T17:00:27.545889091'], [50.5824505, 8.6801602, '2024-11-19T17:00:46.074156364'], [50.5829222, 8.6799291, '2024-11-19T17:01:04.602423636'], [50.5830576, 8.6796628, '2024-11-19T17:01:23.130690909'], [50.5831663, 8.6795637, '2024-11-19T17:01:41.658958182'], [50.5840111, 8.6783895, '2024-11-19T17:02:00.187225455'], [50.5840833, 8.6783053, '2024-11-19T17:02:18.715492727'], [50.584547, 8.6777738, '2024-11-19T17:02:37.243760'], [50.5846823, 8.6776249, '2024-11-19T17:02:55.772027273'], [50.5847788, 8.6775196, '2024-11-19T17:03:14.300294545'], [50.5849701, 8.6773071, '2024-11-19T17:03:32.828561818'], [50.5851507, 8.6770924, '2024-11-19T17:03:51.356829091'], [50.5852697, 8.6769442, '2024-11-19T17:04:09.885096364'], [50.5855224, 8.6766463, '2024-11-19T17:04:28.413363636'], [50.5855882, 8.6765624, '2024-11-19T17:04:46.941630909'], [50.5858903, 8.6762115, '2024-11-19T17:05:05.469898182'], [50.5860767, 8.6759847, '2024-11-19T17:05:23.998165455'], [50.5864107, 8.6766245, '2024-11-19T17:05:42.526432727'], [50.5865389, 8.6768654, '2024-11-19T17:06:01.054700']]"
