minute,id,uid,latitude,longitude,name,spot,station_number,maintenance,terminal_type,city_id,city_name,bike_count,bike_list
2025-01-14T00:00:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,23,"386108, 386109, 91068, 91046, 91016, 91354, 91339, 91323, 91319, 91314, 386097, 386050, 386042, 386029, 386191, 386179, 386169, 91184, 91201, 91206, 91216, 91237, 91139"
2025-01-14T06:51:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,16,"386191, 386029, 386050, 91319, 91323, 91339, 91354, 91046, 91068, 386109, 91139, 91201, 91216, 91237, 386169, 386179"
2025-01-14T07:02:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,17,"386109, 386169, 386179, 386191, 386029, 386050, 91305, 91319, 91323, 91339, 91354, 91046, 91068, 91139, 91201, 91216, 91237"
2025-01-14T07:16:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,16,"386169, 386179, 386191, 386029, 386050, 91319, 91323, 91339, 91354, 91046, 91068, 386109, 91139, 91201, 91216, 91237"
2025-01-14T07:55:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,17,"91323, 91237, 91216, 91201, 91192, 91139, 386109, 91068, 91046, 91354, 91339, 91319, 386050, 386029, 386191, 386179, 386169"
2025-01-14T08:53:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,18,"386179, 386169, 91237, 91216, 91201, 91192, 91139, 386109, 91068, 91046, 91354, 91339, 91323, 91319, 386050, 386029, 386191, 386186"
2025-01-14T09:15:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,17,"91319, 386050, 91323, 91339, 91354, 91046, 91068, 386109, 91139, 91192, 91201, 91216, 91237, 386169, 386179, 386191, 386029"
2025-01-14T09:19:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,18,"91046, 386109, 91139, 91192, 91201, 91237, 91216, 386169, 386179, 386190, 386191, 386029, 386050, 91319, 91323, 91339, 91354, 91068"
2025-01-14T09:22:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,17,"386169, 386179, 386191, 386029, 386050, 91319, 91323, 91339, 91354, 91046, 91068, 386109, 91139, 91192, 91201, 91216, 91237"
2025-01-14T10:29:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,16,"91323, 386169, 386179, 386191, 386050, 91319, 91339, 91354, 91046, 91068, 386109, 91139, 91192, 91201, 91216, 91237"
2025-01-14T10:49:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,17,"91139, 386161, 386169, 386179, 386191, 386050, 91319, 91323, 91339, 91354, 91046, 91068, 386109, 91192, 91201, 91216, 91237"
2025-01-14T11:03:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,16,"91339, 91237, 91216, 91201, 91192, 91139, 386109, 91046, 91354, 91323, 91319, 386050, 386191, 386179, 386169, 386161"
2025-01-14T11:15:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,15,"91046, 91139, 91192, 91201, 91216, 91237, 386179, 386050, 91319, 91323, 91339, 91354, 386109, 386161, 386169"
2025-01-14T11:45:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,14,"91339, 91237, 91216, 91201, 91192, 91139, 386109, 91046, 91354, 91323, 91319, 386179, 386169, 386161"
2025-01-14T12:04:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,16,"91323, 91319, 386182, 386179, 386169, 386161, 91201, 91237, 91216, 91192, 91139, 386109, 91060, 91046, 91354, 91339"
2025-01-14T12:08:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,15,"91046, 91354, 91323, 91319, 386182, 386179, 386169, 91339, 91237, 91216, 91201, 91192, 91139, 386109, 91060"
2025-01-14T12:14:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,16,"91237, 91216, 91201, 91192, 91139, 386109, 91060, 91046, 91354, 91342, 91339, 91323, 91319, 386182, 386179, 386169"
2025-01-14T12:20:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,15,"386179, 91192, 91139, 386109, 91060, 91046, 91354, 91342, 91339, 91323, 91319, 386169, 91237, 91216, 91201"
2025-01-14T12:58:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,16,"91139, 386109, 91060, 91046, 91354, 91342, 91339, 91323, 91319, 386179, 386169, 91263, 91237, 91216, 91201, 91192"
2025-01-14T13:22:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,15,"91342, 386169, 91319, 91323, 91354, 91046, 91060, 386109, 91139, 91192, 91201, 91216, 91232, 91237, 91263"
2025-01-14T13:28:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,16,"91139, 91263, 91237, 91232, 91216, 91201, 91192, 386109, 91060, 91046, 91354, 91342, 91323, 91319, 386055, 386169"
2025-01-14T13:40:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,15,"386169, 386055, 91319, 91323, 91342, 91354, 91046, 91060, 386109, 91139, 91192, 91201, 91216, 91232, 91237"
2025-01-14T13:56:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,14,"91216, 91232, 91237, 91139, 91192, 91201, 91323, 91342, 91354, 91046, 386109, 386169, 386055, 91319"
2025-01-14T14:12:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,13,"91046, 91237, 91232, 91216, 91201, 91192, 91139, 386109, 91354, 91342, 91323, 91319, 386169"
2025-01-14T14:22:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,14,"386169, 91319, 91323, 91342, 91354, 91046, 386109, 91139, 91192, 91201, 91216, 91232, 91233, 91237"
2025-01-14T15:45:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,15,"91201, 91216, 91232, 91233, 91237, 91354, 91342, 91323, 91319, 386169, 91046, 386109, 386116, 91139, 91192"
2025-01-14T15:46:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,14,"91233, 91237, 91232, 91216, 91201, 91139, 386116, 386109, 91046, 91354, 91342, 91323, 91319, 386169"
2025-01-14T16:13:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,13,"91319, 386169, 91237, 91233, 91232, 91216, 91201, 91139, 386116, 386109, 91046, 91342, 91323"
2025-01-14T16:26:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,12,"91201, 91139, 386116, 386109, 91046, 91342, 91323, 91319, 91237, 91233, 91232, 91216"
2025-01-14T16:43:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,11,"91201, 91319, 91323, 91342, 91046, 386109, 386116, 91139, 91216, 91232, 91237"
2025-01-14T16:44:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,9,"91046, 91216, 91237, 386116, 91201, 386109, 91319, 91323, 91342"
2025-01-14T16:45:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,10,"91319, 386116, 91139, 91201, 91216, 91237, 91323, 91342, 91046, 386109"
2025-01-14T17:00:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,11,"91191, 91139, 386116, 386109, 91046, 91342, 91323, 91319, 91237, 91216, 91201"
2025-01-14T17:17:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,12,"91237, 386009, 91319, 91323, 91342, 91046, 386109, 386116, 91139, 91191, 91201, 91216"
2025-01-14T17:20:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,13,"91342, 91323, 91046, 91237, 91216, 91201, 91191, 91139, 386116, 386109, 386009, 386066, 91319"
2025-01-14T17:26:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,14,"91216, 386156, 386009, 386066, 91319, 91323, 91342, 91046, 386109, 386116, 91139, 91191, 91201, 91237"
2025-01-14T17:35:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,15,"386009, 386156, 386066, 91319, 91323, 91342, 91046, 386109, 386116, 91139, 91191, 91201, 91216, 91237, 91263"
2025-01-14T18:21:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,16,"91263, 91237, 91216, 91201, 91191, 91139, 91046, 386109, 386116, 91342, 386156, 386009, 386066, 386080, 91319, 91323"
2025-01-14T18:58:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,17,"386116, 386156, 386009, 386066, 386080, 91319, 91323, 91342, 91046, 386109, 91139, 91191, 91201, 91216, 91237, 91245, 91263"
2025-01-14T19:51:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,16,"91201, 91237, 91245, 91263, 386109, 386116, 91139, 91191, 91216, 386156, 386066, 386080, 91319, 91323, 91342, 91046"
2025-01-14T20:25:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,14,"91323, 91263, 91245, 91237, 91216, 91201, 91191, 91139, 386116, 386109, 91046, 91342, 91319, 386080"
2025-01-14T21:17:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,15,"91201, 91263, 91245, 386080, 91314, 91319, 91323, 91342, 91046, 386109, 386116, 91139, 91191, 91216, 91237"
2025-01-14T21:18:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,14,"91323, 91314, 91319, 91342, 91046, 386109, 386116, 91139, 91191, 91201, 91216, 91237, 91245, 91263"
2025-01-14T22:19:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,12,"386109, 91319, 91323, 91342, 91046, 386116, 91139, 91201, 91216, 91237, 91245, 91263"
2025-01-14T23:08:00,5811855,22249045,50.582722,8.673988,Johanneskirche,True,4922,False,smart_sign,467,Gießen,10,"91201, 91139, 386109, 91046, 91342, 91323, 91319, 91263, 91245, 91216"
2025-01-14T00:00:00,5811850,9916411,50.570486,8.665858,JLU Medizin / BFS,True,4924,False,smart_sign,467,Gießen,7,"91289, 91134, 386113, 91011, 91357, 91334, 386302"
2025-01-14T07:21:00,5811850,9916411,50.570486,8.665858,JLU Medizin / BFS,True,4924,False,smart_sign,467,Gießen,8,"386302, 91289, 91173, 91134, 386113, 91011, 91357, 91334"
2025-01-14T08:31:00,5811850,9916411,50.570486,8.665858,JLU Medizin / BFS,True,4924,False,smart_sign,467,Gießen,7,"91289, 386302, 91334, 91357, 91011, 91134, 91173"
2025-01-14T09:32:00,5811850,9916411,50.570486,8.665858,JLU Medizin / BFS,True,4924,False,smart_sign,467,Gießen,6,"91289, 386302, 91334, 91357, 91011, 91134"
2025-01-14T10:38:00,5811850,9916411,50.570486,8.665858,JLU Medizin / BFS,True,4924,False,smart_sign,467,Gießen,7,"91289, 386302, 91334, 91357, 91011, 91134, 91214"
2025-01-14T11:48:00,5811850,9916411,50.570486,8.665858,JLU Medizin / BFS,True,4924,False,smart_sign,467,Gießen,6,"91289, 91334, 91357, 91011, 91134, 91214"
2025-01-14T12:23:00,5811850,9916411,50.570486,8.665858,JLU Medizin / BFS,True,4924,False,smart_sign,467,Gießen,5,"91334, 91214, 91289, 91134, 91011"
2025-01-14T12:28:00,5811850,9916411,50.570486,8.665858,JLU Medizin / BFS,True,4924,False,smart_sign,467,Gießen,6,"91289, 91334, 91357, 91007, 91011, 91134"
2025-01-14T13:41:00,5811850,9916411,50.570486,8.665858,JLU Medizin / BFS,True,4924,False,smart_sign,467,Gießen,5,"91289, 91134, 91011, 91007, 91334"
2025-01-14T14:18:00,5811850,9916411,50.570486,8.665858,JLU Medizin / BFS,True,4924,False,smart_sign,467,Gießen,6,"91334, 91289, 91263, 91134, 91011, 91007"
2025-01-14T16:21:00,5811850,9916411,50.570486,8.665858,JLU Medizin / BFS,True,4924,False,smart_sign,467,Gießen,5,"91334, 91289, 91263, 91134, 91011"
2025-01-14T16:56:00,5811850,9916411,50.570486,8.665858,JLU Medizin / BFS,True,4924,False,smart_sign,467,Gießen,4,"91334, 91011, 91134, 91289"
2025-01-14T16:59:00,5811850,9916411,50.570486,8.665858,JLU Medizin / BFS,True,4924,False,smart_sign,467,Gießen,3,"91334, 91289, 91011"
2025-01-14T17:07:00,5811850,9916411,50.570486,8.665858,JLU Medizin / BFS,True,4924,False,smart_sign,467,Gießen,2,"91289, 91011"
2025-01-14T23:20:00,5811850,9916411,50.570486,8.665858,JLU Medizin / BFS,True,4924,False,smart_sign,467,Gießen,3,"386068, 91011, 91289"
2025-01-14T00:00:00,5811851,10095597,50.574348,8.660046,JLU Seltersberg / Veterinärmedizin,True,4925,False,smart_sign,467,Gießen,6,"91215, 386055, 91060, 91247, 91252, 91276"
2025-01-14T05:47:00,5811851,10095597,50.574348,8.660046,JLU Seltersberg / Veterinärmedizin,True,4925,False,smart_sign,467,Gießen,5,"91215, 91247, 91252, 91276, 386055"
2025-01-14T06:16:00,5811851,10095597,50.574348,8.660046,JLU Seltersberg / Veterinärmedizin,True,4925,False,smart_sign,467,Gießen,6,"91247, 91215, 91173, 386055, 91276, 91252"
