bike_number,start_latitude,start_longitude,start_time,end_latitude,end_longitude,end_time,duration,distance,segments,date
386198,50.580418,8.664761,2024-12-22T00:01:05,50.58453,8.680142,2024-12-22T00:08:10,425.34862,1429.798,"[[50.5803143, 8.6646412, '2024-12-22T00:01:05'], [50.5803588, 8.6645584, '2024-12-22T00:01:15.633715500'], [50.5804093, 8.6644626, '2024-12-22T00:01:26.267430999'], [50.5806046, 8.6646893, '2024-12-22T00:01:36.901146500'], [50.5809885, 8.6651658, '2024-12-22T00:01:47.534861999'], [50.5811638, 8.6653758, '2024-12-22T00:01:58.168577500'], [50.5811853, 8.6654033, '2024-12-22T00:02:08.802293'], [50.5812321, 8.6654611, '2024-12-22T00:02:19.436008500'], [50.5813834, 8.6657269, '2024-12-22T00:02:30.069724'], [50.5811532, 8.6662801, '2024-12-22T00:02:40.703439500'], [50.5810005, 8.6665855, '2024-12-22T00:02:51.337155'], [50.5809898, 8.6666084, '2024-12-22T00:03:01.970870500'], [50.5808884, 8.6668114, '2024-12-22T00:03:12.604586'], [50.5808749, 8.666839, '2024-12-22T00:03:23.238301500'], [50.5806841, 8.6672001, '2024-12-22T00:03:33.872017'], [50.5803911, 8.6677252, '2024-12-22T00:03:44.505732500'], [50.5803586, 8.6677869, '2024-12-22T00:03:55.139448'], [50.5802769, 8.6679503, '2024-12-22T00:04:05.773163500'], [50.5811967, 8.6692149, '2024-12-22T00:04:16.406879'], [50.5817988, 8.6699706, '2024-12-22T00:04:27.040594500'], [50.5818087, 8.6704211, '2024-12-22T00:04:37.674310'], [50.5816562, 8.6709338, '2024-12-22T00:04:48.308025500'], [50.581634, 8.6711747, '2024-12-22T00:04:58.941741'], [50.5816754, 8.6716856, '2024-12-22T00:05:09.575456500'], [50.5818191, 8.6721887, '2024-12-22T00:05:20.209172'], [50.5818574, 8.6723062, '2024-12-22T00:05:30.842887500'], [50.5819564, 8.6726085, '2024-12-22T00:05:41.476603'], [50.5820836, 8.6729967, '2024-12-22T00:05:52.110318500'], [50.582221, 8.673412, '2024-12-22T00:06:02.744034'], [50.5823327, 8.6737516, '2024-12-22T00:06:13.377749500'], [50.5825524, 8.6744123, '2024-12-22T00:06:24.011465'], [50.5825674, 8.6744628, '2024-12-22T00:06:34.645180500'], [50.5827766, 8.6750906, '2024-12-22T00:06:45.278896'], [50.5832674, 8.6766562, '2024-12-22T00:06:55.912611500'], [50.5835333, 8.6773789, '2024-12-22T00:07:06.546327'], [50.5835838, 8.6774954, '2024-12-22T00:07:17.180042500'], [50.5840111, 8.6783895, '2024-12-22T00:07:27.813758'], [50.5846631, 8.6792155, '2024-12-22T00:07:38.447473500'], [50.5845542, 8.679455, '2024-12-22T00:07:49.081189'], [50.5843851, 8.6800729, '2024-12-22T00:07:59.714904500'], [50.5844574, 8.6802382, '2024-12-22T00:08:10.348620']]",2024-12-22
386098,50.585137,8.671877,2024-12-22T00:02:06,50.588102,8.677491,2024-12-22T00:05:08,182.224664,634.487,"[[50.5850526, 8.6718473, '2024-12-22T00:02:06'], [50.5853107, 8.6723871, '2024-12-22T00:02:16.719097882'], [50.5858815, 8.6728323, '2024-12-22T00:02:27.438195765'], [50.5860111, 8.6736237, '2024-12-22T00:02:38.157293647'], [50.5862829, 8.6742514, '2024-12-22T00:02:48.876391529'], [50.5864374, 8.6744697, '2024-12-22T00:02:59.595489412'], [50.58667, 8.6747595, '2024-12-22T00:03:10.314587294'], [50.5869519, 8.6747749, '2024-12-22T00:03:21.033685176'], [50.5871884, 8.6748582, '2024-12-22T00:03:31.752783059'], [50.5871339, 8.6752242, '2024-12-22T00:03:42.471880941'], [50.587091, 8.6754758, '2024-12-22T00:03:53.190978824'], [50.5869361, 8.6762141, '2024-12-22T00:04:03.910076706'], [50.5869878, 8.6762853, '2024-12-22T00:04:14.629174588'], [50.5869888, 8.6764393, '2024-12-22T00:04:25.348272471'], [50.5876474, 8.6772057, '2024-12-22T00:04:36.067370353'], [50.5875696, 8.677284, '2024-12-22T00:04:46.786468235'], [50.5877558, 8.6779083, '2024-12-22T00:04:57.505566117'], [50.587906, 8.6777836, '2024-12-22T00:05:08.224664']]",2024-12-22
386090,50.580418,8.664761,2024-12-22T00:03:06,50.588971,8.662469,2024-12-22T00:13:14,607.983944,1433.855,"[[50.5803143, 8.6646412, '2024-12-22T00:03:06'], [50.5803588, 8.6645584, '2024-12-22T00:03:23.370969829'], [50.5804093, 8.6644626, '2024-12-22T00:03:40.741939657'], [50.5806046, 8.6646893, '2024-12-22T00:03:58.112909486'], [50.5809885, 8.6651658, '2024-12-22T00:04:15.483879314'], [50.5811638, 8.6653758, '2024-12-22T00:04:32.854849143'], [50.5811853, 8.6654033, '2024-12-22T00:04:50.225818971'], [50.5812321, 8.6654611, '2024-12-22T00:05:07.596788800'], [50.5813834, 8.6657269, '2024-12-22T00:05:24.967758629'], [50.5818566, 8.6662279, '2024-12-22T00:05:42.338728457'], [50.5823711, 8.6668991, '2024-12-22T00:05:59.709698286'], [50.5826248, 8.6672063, '2024-12-22T00:06:17.080668114'], [50.5827557, 8.6673703, '2024-12-22T00:06:34.451637943'], [50.5830158, 8.6676962, '2024-12-22T00:06:51.822607771'], [50.583821, 8.6687239, '2024-12-22T00:07:09.193577600'], [50.5838414, 8.6687818, '2024-12-22T00:07:26.564547429'], [50.5840826, 8.6684659, '2024-12-22T00:07:43.935517257'], [50.5842368, 8.668286, '2024-12-22T00:08:01.306487086'], [50.5842831, 8.6682291, '2024-12-22T00:08:18.677456914'], [50.5846349, 8.6678985, '2024-12-22T00:08:36.048426743'], [50.5847717, 8.6678464, '2024-12-22T00:08:53.419396571'], [50.5850224, 8.6679114, '2024-12-22T00:09:10.790366400'], [50.585262, 8.6679815, '2024-12-22T00:09:28.161336229'], [50.5857668, 8.6681536, '2024-12-22T00:09:45.532306057'], [50.5863, 8.6683147, '2024-12-22T00:10:02.903275886'], [50.5873512, 8.6689419, '2024-12-22T00:10:20.274245714'], [50.5874327, 8.6690192, '2024-12-22T00:10:37.645215543'], [50.5874909, 8.6688596, '2024-12-22T00:10:55.016185371'], [50.5876621, 8.6682032, '2024-12-22T00:11:12.387155200'], [50.5876883, 8.6680981, '2024-12-22T00:11:29.758125029'], [50.5886994, 8.6647355, '2024-12-22T00:11:47.129094857'], [50.588723, 8.6646978, '2024-12-22T00:12:04.500064686'], [50.5887949, 8.6644769, '2024-12-22T00:12:21.871034514'], [50.5889578, 8.6635694, '2024-12-22T00:12:39.242004343'], [50.5889698, 8.6634161, '2024-12-22T00:12:56.612974171'], [50.5889302, 8.6625843, '2024-12-22T00:13:13.983944']]",2024-12-22
386003,50.581759,8.670118,2024-12-22T00:19:19,50.587148,8.682158,2024-12-22T00:28:26,547.276651,1136.5289999999998,"[[50.5817988, 8.6699706, '2024-12-22T00:19:19'], [50.5818087, 8.6704211, '2024-12-22T00:19:36.654085516'], [50.5816562, 8.6709338, '2024-12-22T00:19:54.308171032'], [50.581634, 8.6711747, '2024-12-22T00:20:11.962256548'], [50.5816754, 8.6716856, '2024-12-22T00:20:29.616342065'], [50.5818191, 8.6721887, '2024-12-22T00:20:47.270427581'], [50.5818574, 8.6723062, '2024-12-22T00:21:04.924513097'], [50.5819564, 8.6726085, '2024-12-22T00:21:22.578598613'], [50.5820836, 8.6729967, '2024-12-22T00:21:40.232684129'], [50.582221, 8.673412, '2024-12-22T00:21:57.886769645'], [50.5823327, 8.6737516, '2024-12-22T00:22:15.540855161'], [50.5825524, 8.6744123, '2024-12-22T00:22:33.194940677'], [50.5825674, 8.6744628, '2024-12-22T00:22:50.849026194'], [50.5827766, 8.6750906, '2024-12-22T00:23:08.503111710'], [50.5832674, 8.6766562, '2024-12-22T00:23:26.157197226'], [50.5835333, 8.6773789, '2024-12-22T00:23:43.811282742'], [50.5835838, 8.6774954, '2024-12-22T00:24:01.465368258'], [50.5840111, 8.6783895, '2024-12-22T00:24:19.119453774'], [50.5846631, 8.6792155, '2024-12-22T00:24:36.773539290'], [50.5851199, 8.6796928, '2024-12-22T00:24:54.427624806'], [50.5852965, 8.6798821, '2024-12-22T00:25:12.081710323'], [50.5856715, 8.6802689, '2024-12-22T00:25:29.735795839'], [50.5859205, 8.6805356, '2024-12-22T00:25:47.389881355'], [50.5860083, 8.6806289, '2024-12-22T00:26:05.043966871'], [50.5861178, 8.6807505, '2024-12-22T00:26:22.698052387'], [50.5863172, 8.6809764, '2024-12-22T00:26:40.352137903'], [50.5865373, 8.6811759, '2024-12-22T00:26:58.006223419'], [50.5865149, 8.6813607, '2024-12-22T00:27:15.660308935'], [50.5865831, 8.6814821, '2024-12-22T00:27:33.314394452'], [50.5867193, 8.6815294, '2024-12-22T00:27:50.968479968'], [50.5868284, 8.6819172, '2024-12-22T00:28:08.622565484'], [50.5870201, 8.6825828, '2024-12-22T00:28:26.276651']]",2024-12-22
91265,50.564109,8.677573,2024-12-22T00:33:30,50.579946,8.67848,2024-12-22T00:42:37,547.036036,2198.2799999999997,"[[50.5641104, 8.6777644, '2024-12-22T00:33:30'], [50.5644554, 8.677376, '2024-12-22T00:33:41.892087739'], [50.5646543, 8.6778297, '2024-12-22T00:33:53.784175478'], [50.5648226, 8.6777362, '2024-12-22T00:34:05.676263217'], [50.5652081, 8.6775259, '2024-12-22T00:34:17.568350957'], [50.5652576, 8.6775039, '2024-12-22T00:34:29.460438696'], [50.5654365, 8.6774224, '2024-12-22T00:34:41.352526435'], [50.5655747, 8.6773652, '2024-12-22T00:34:53.244614174'], [50.5657675, 8.6772797, '2024-12-22T00:35:05.136701913'], [50.5665641, 8.6769437, '2024-12-22T00:35:17.028789652'], [50.5666904, 8.6768904, '2024-12-22T00:35:28.920877391'], [50.5679878, 8.6763623, '2024-12-22T00:35:40.812965130'], [50.568147, 8.6762945, '2024-12-22T00:35:52.705052870'], [50.5682293, 8.67626, '2024-12-22T00:36:04.597140609'], [50.5687826, 8.6760281, '2024-12-22T00:36:16.489228348'], [50.5690461, 8.6759269, '2024-12-22T00:36:28.381316087'], [50.5695424, 8.675718, '2024-12-22T00:36:40.273403826'], [50.5698503, 8.6756377, '2024-12-22T00:36:52.165491565'], [50.5702633, 8.6753283, '2024-12-22T00:37:04.057579304'], [50.5707632, 8.6750089, '2024-12-22T00:37:15.949667043'], [50.5708953, 8.6749198, '2024-12-22T00:37:27.841754783'], [50.5715946, 8.6753288, '2024-12-22T00:37:39.733842522'], [50.572348, 8.6759926, '2024-12-22T00:37:51.625930261'], [50.5726806, 8.6762106, '2024-12-22T00:38:03.518018'], [50.5733049, 8.6773183, '2024-12-22T00:38:15.410105739'], [50.5740207, 8.6776203, '2024-12-22T00:38:27.302193478'], [50.574501, 8.6766597, '2024-12-22T00:38:39.194281217'], [50.5746772, 8.6768856, '2024-12-22T00:38:51.086368957'], [50.5753613, 8.677799, '2024-12-22T00:39:02.978456696'], [50.57573, 8.6782892, '2024-12-22T00:39:14.870544435'], [50.5758148, 8.6783891, '2024-12-22T00:39:26.762632174'], [50.5760879, 8.6786648, '2024-12-22T00:39:38.654719913'], [50.5764677, 8.6790252, '2024-12-22T00:39:50.546807652'], [50.5770407, 8.6795942, '2024-12-22T00:40:02.438895391'], [50.5771154, 8.6796681, '2024-12-22T00:40:14.330983130'], [50.5772119, 8.6797605, '2024-12-22T00:40:26.223070870'], [50.5772331, 8.6797818, '2024-12-22T00:40:38.115158609'], [50.5773853, 8.6799337, '2024-12-22T00:40:50.007246348'], [50.5778107, 8.6803512, '2024-12-22T00:41:01.899334087'], [50.5779382, 8.6807034, '2024-12-22T00:41:13.791421826'], [50.5781464, 8.6805312, '2024-12-22T00:41:25.683509565'], [50.5784445, 8.6804352, '2024-12-22T00:41:37.575597304'], [50.5792219, 8.6801704, '2024-12-22T00:41:49.467685043'], [50.5794303, 8.680098, '2024-12-22T00:42:01.359772783'], [50.579536, 8.6800613, '2024-12-22T00:42:13.251860521'], [50.5803853, 8.6797581, '2024-12-22T00:42:25.143948261'], [50.5798525, 8.6786714, '2024-12-22T00:42:37.036036']]",2024-12-22
386090,50.588971,8.662469,2024-12-22T00:39:35,50.588952,8.672911,2024-12-22T00:44:39,303.780211,848.8760000000001,"[[50.5889302, 8.6625843, '2024-12-22T00:39:35'], [50.5889698, 8.6634161, '2024-12-22T00:39:51.876678389'], [50.5889578, 8.6635694, '2024-12-22T00:40:08.753356778'], [50.5887859, 8.6641269, '2024-12-22T00:40:25.630035167'], [50.5887119, 8.6644097, '2024-12-22T00:40:42.506713556'], [50.5886452, 8.6646483, '2024-12-22T00:40:59.383391944'], [50.588609, 8.6647701, '2024-12-22T00:41:16.260070333'], [50.5885399, 8.6650077, '2024-12-22T00:41:33.136748722'], [50.5876285, 8.6679963, '2024-12-22T00:41:50.013427111'], [50.5873953, 8.6688003, '2024-12-22T00:42:06.890105500'], [50.5873512, 8.6689419, '2024-12-22T00:42:23.766783889'], [50.5874327, 8.6690192, '2024-12-22T00:42:40.643462278'], [50.5881297, 8.670519, '2024-12-22T00:42:57.520140666'], [50.5883654, 8.6712081, '2024-12-22T00:43:14.396819056'], [50.5885083, 8.6716334, '2024-12-22T00:43:31.273497444'], [50.5888013, 8.6724662, '2024-12-22T00:43:48.150175833'], [50.5889452, 8.6727078, '2024-12-22T00:44:05.026854222'], [50.5891058, 8.6728657, '2024-12-22T00:44:21.903532611'], [50.5890407, 8.6730335, '2024-12-22T00:44:38.780211']]",2024-12-22
91256,50.582627,8.665105,2024-12-22T00:46:40,50.582862,8.665385,2024-12-22T00:47:41,60.717149,24.44,"[[50.5826105, 8.6650538, '2024-12-22T00:46:40'], [50.5828048, 8.6652143, '2024-12-22T00:47:40.717149']]",2024-12-22
91256,50.582862,8.665385,2024-12-22T00:47:41,50.582582,8.665202,2024-12-22T00:48:42,60.779485,1312.8550000000002,"[[50.5828048, 8.6652143, '2024-12-22T00:47:41'], [50.5826105, 8.6650538, '2024-12-22T00:47:43.532478542'], [50.5828257, 8.6643021, '2024-12-22T00:47:46.064957083'], [50.5829339, 8.6639642, '2024-12-22T00:47:48.597435625'], [50.583136, 8.6632163, '2024-12-22T00:47:51.129914167'], [50.5831953, 8.6628722, '2024-12-22T00:47:53.662392708'], [50.5832423, 8.6623538, '2024-12-22T00:47:56.194871250'], [50.5826751, 8.6623894, '2024-12-22T00:47:58.727349792'], [50.5835136, 8.6627744, '2024-12-22T00:48:01.259828333'], [50.5844511, 8.6638104, '2024-12-22T00:48:03.792306875'], [50.584547, 8.6639487, '2024-12-22T00:48:06.324785417'], [50.5845814, 8.6639983, '2024-12-22T00:48:08.857263958'], [50.5846317, 8.6640708, '2024-12-22T00:48:11.389742500'], [50.5849722, 8.6645526, '2024-12-22T00:48:13.922221042'], [50.5851384, 8.6648201, '2024-12-22T00:48:16.454699583'], [50.5852263, 8.6655047, '2024-12-22T00:48:18.987178125'], [50.584753, 8.6677186, '2024-12-22T00:48:21.519656667'], [50.5842565, 8.6681725, '2024-12-22T00:48:24.052135208'], [50.5840375, 8.6684181, '2024-12-22T00:48:26.584613750'], [50.583821, 8.6687239, '2024-12-22T00:48:29.117092292'], [50.5830158, 8.6676962, '2024-12-22T00:48:31.649570833'], [50.5827557, 8.6673703, '2024-12-22T00:48:34.182049375'], [50.5826248, 8.6672063, '2024-12-22T00:48:36.714527917'], [50.5823711, 8.6668991, '2024-12-22T00:48:39.247006458'], [50.5825778, 8.6653296, '2024-12-22T00:48:41.779485']]",2024-12-22
386089,50.578991,8.664509,2024-12-22T01:20:08,50.588102,8.677491,2024-12-22T01:27:13,425.389899,1591.1269999999997,"[[50.578902, 8.6644617, '2024-12-22T01:20:08'], [50.5788836, 8.6643366, '2024-12-22T01:20:18.907433308'], [50.5788692, 8.6642619, '2024-12-22T01:20:29.814866615'], [50.5782386, 8.6654915, '2024-12-22T01:20:40.722299923'], [50.5784439, 8.6657369, '2024-12-22T01:20:51.629733231'], [50.5788317, 8.6662064, '2024-12-22T01:21:02.537166538'], [50.5790268, 8.6664484, '2024-12-22T01:21:13.444599846'], [50.5790872, 8.6665251, '2024-12-22T01:21:24.352033154'], [50.5794084, 8.6669121, '2024-12-22T01:21:35.259466462'], [50.5795006, 8.6670208, '2024-12-22T01:21:46.166899769'], [50.5795674, 8.6671019, '2024-12-22T01:21:57.074333077'], [50.5799332, 8.6675459, '2024-12-22T01:22:07.981766385'], [50.5802118, 8.6678734, '2024-12-22T01:22:18.889199692'], [50.5802769, 8.6679503, '2024-12-22T01:22:29.796633'], [50.5811967, 8.6692149, '2024-12-22T01:22:40.704066308'], [50.5817988, 8.6699706, '2024-12-22T01:22:51.611499615'], [50.5819505, 8.670161, '2024-12-22T01:23:02.518932923'], [50.5820813, 8.6702388, '2024-12-22T01:23:13.426366231'], [50.5822685, 8.6705084, '2024-12-22T01:23:24.333799538'], [50.5828912, 8.6714375, '2024-12-22T01:23:35.241232846'], [50.5833419, 8.6721326, '2024-12-22T01:23:46.148666154'], [50.5834755, 8.6723483, '2024-12-22T01:23:57.056099462'], [50.5836982, 8.6726699, '2024-12-22T01:24:07.963532769'], [50.5837984, 8.6728146, '2024-12-22T01:24:18.870966077'], [50.5838416, 8.6728754, '2024-12-22T01:24:29.778399385'], [50.5840685, 8.6731943, '2024-12-22T01:24:40.685832692'], [50.5842686, 8.6734528, '2024-12-22T01:24:51.593266'], [50.5844561, 8.6736674, '2024-12-22T01:25:02.500699307'], [50.5850595, 8.6742324, '2024-12-22T01:25:13.408132615'], [50.5854632, 8.6744418, '2024-12-22T01:25:24.315565923'], [50.5855653, 8.6746261, '2024-12-22T01:25:35.222999231'], [50.5860767, 8.6759847, '2024-12-22T01:25:46.130432537'], [50.5864107, 8.6766245, '2024-12-22T01:25:57.037865846'], [50.5867413, 8.6762243, '2024-12-22T01:26:07.945299154'], [50.5868881, 8.6762926, '2024-12-22T01:26:18.852732462'], [50.5869888, 8.6764393, '2024-12-22T01:26:29.760165769'], [50.5876474, 8.6772057, '2024-12-22T01:26:40.667599077'], [50.5875696, 8.677284, '2024-12-22T01:26:51.575032385'], [50.5877558, 8.6779083, '2024-12-22T01:27:02.482465692'], [50.587906, 8.6777836, '2024-12-22T01:27:13.389899']]",2024-12-22
91032,50.578991,8.664509,2024-12-22T01:20:08,50.588102,8.677491,2024-12-22T01:42:25,1337.327764,1591.1269999999997,"[[50.578902, 8.6644617, '2024-12-22T01:20:08'], [50.5788836, 8.6643366, '2024-12-22T01:20:42.290455487'], [50.5788692, 8.6642619, '2024-12-22T01:21:16.580910974'], [50.5782386, 8.6654915, '2024-12-22T01:21:50.871366462'], [50.5784439, 8.6657369, '2024-12-22T01:22:25.161821949'], [50.5788317, 8.6662064, '2024-12-22T01:22:59.452277436'], [50.5790268, 8.6664484, '2024-12-22T01:23:33.742732923'], [50.5790872, 8.6665251, '2024-12-22T01:24:08.033188410'], [50.5794084, 8.6669121, '2024-12-22T01:24:42.323643897'], [50.5795006, 8.6670208, '2024-12-22T01:25:16.614099385'], [50.5795674, 8.6671019, '2024-12-22T01:25:50.904554872'], [50.5799332, 8.6675459, '2024-12-22T01:26:25.195010359'], [50.5802118, 8.6678734, '2024-12-22T01:26:59.485465846'], [50.5802769, 8.6679503, '2024-12-22T01:27:33.775921333'], [50.5811967, 8.6692149, '2024-12-22T01:28:08.066376821'], [50.5817988, 8.6699706, '2024-12-22T01:28:42.356832308'], [50.5819505, 8.670161, '2024-12-22T01:29:16.647287795'], [50.5820813, 8.6702388, '2024-12-22T01:29:50.937743282'], [50.5822685, 8.6705084, '2024-12-22T01:30:25.228198769'], [50.5828912, 8.6714375, '2024-12-22T01:30:59.518654256'], [50.5833419, 8.6721326, '2024-12-22T01:31:33.809109744'], [50.5834755, 8.6723483, '2024-12-22T01:32:08.099565231'], [50.5836982, 8.6726699, '2024-12-22T01:32:42.390020718'], [50.5837984, 8.6728146, '2024-12-22T01:33:16.680476205'], [50.5838416, 8.6728754, '2024-12-22T01:33:50.970931692'], [50.5840685, 8.6731943, '2024-12-22T01:34:25.261387179'], [50.5842686, 8.6734528, '2024-12-22T01:34:59.551842667'], [50.5844561, 8.6736674, '2024-12-22T01:35:33.842298154'], [50.5850595, 8.6742324, '2024-12-22T01:36:08.132753641'], [50.5854632, 8.6744418, '2024-12-22T01:36:42.423209128'], [50.5855653, 8.6746261, '2024-12-22T01:37:16.713664615'], [50.5860767, 8.6759847, '2024-12-22T01:37:51.004120103'], [50.5864107, 8.6766245, '2024-12-22T01:38:25.294575590'], [50.5867413, 8.6762243, '2024-12-22T01:38:59.585031077'], [50.5868881, 8.6762926, '2024-12-22T01:39:33.875486564'], [50.5869888, 8.6764393, '2024-12-22T01:40:08.165942051'], [50.5876474, 8.6772057, '2024-12-22T01:40:42.456397538'], [50.5875696, 8.677284, '2024-12-22T01:41:16.746853026'], [50.5877558, 8.6779083, '2024-12-22T01:41:51.037308513'], [50.587906, 8.6777836, '2024-12-22T01:42:25.327764']]",2024-12-22
