bike_number,start_latitude,start_longitude,start_time,end_latitude,end_longitude,end_time,duration,distance,segments,date
386128,50.579946,8.67848,2024-12-27T00:12:13,50.572309,8.682867,2024-12-27T00:27:25,912.356003,1109.2980000000002,"[[50.5798525, 8.6786714, '2024-12-27T00:12:13'], [50.5797714, 8.6784985, '2024-12-27T00:12:37.658270351'], [50.5796941, 8.6783396, '2024-12-27T00:13:02.316540703'], [50.5796528, 8.67825, '2024-12-27T00:13:26.974811054'], [50.5793998, 8.6777184, '2024-12-27T00:13:51.633081405'], [50.5793095, 8.6778752, '2024-12-27T00:14:16.291351757'], [50.5789631, 8.6785921, '2024-12-27T00:14:40.949622108'], [50.5788859, 8.6787557, '2024-12-27T00:15:05.607892459'], [50.5783665, 8.679799, '2024-12-27T00:15:30.266162811'], [50.5782345, 8.679844, '2024-12-27T00:15:54.924433162'], [50.5782773, 8.6800001, '2024-12-27T00:16:19.582703514'], [50.5782886, 8.680059, '2024-12-27T00:16:44.240973865'], [50.5781464, 8.6805312, '2024-12-27T00:17:08.899244216'], [50.5779382, 8.6807034, '2024-12-27T00:17:33.557514568'], [50.5777629, 8.6809267, '2024-12-27T00:17:58.215784919'], [50.5772232, 8.6815955, '2024-12-27T00:18:22.874055270'], [50.5768472, 8.6812153, '2024-12-27T00:18:47.532325622'], [50.5766617, 8.681109, '2024-12-27T00:19:12.190595973'], [50.5766228, 8.6810862, '2024-12-27T00:19:36.848866324'], [50.5765391, 8.6810387, '2024-12-27T00:20:01.507136676'], [50.5764473, 8.6809861, '2024-12-27T00:20:26.165407027'], [50.5763632, 8.6809387, '2024-12-27T00:20:50.823677378'], [50.5762877, 8.680897, '2024-12-27T00:21:15.481947730'], [50.576056, 8.6807689, '2024-12-27T00:21:40.140218081'], [50.575885, 8.6806979, '2024-12-27T00:22:04.798488432'], [50.575793, 8.6808748, '2024-12-27T00:22:29.456758784'], [50.575647, 8.6811554, '2024-12-27T00:22:54.115029135'], [50.5749978, 8.680994, '2024-12-27T00:23:18.773299486'], [50.5748892, 8.6809131, '2024-12-27T00:23:43.431569838'], [50.5744223, 8.6811042, '2024-12-27T00:24:08.089840189'], [50.5741787, 8.6813202, '2024-12-27T00:24:32.748110541'], [50.5739286, 8.6815344, '2024-12-27T00:24:57.406380892'], [50.5738454, 8.6816009, '2024-12-27T00:25:22.064651243'], [50.5734504, 8.6819037, '2024-12-27T00:25:46.722921595'], [50.5730795, 8.6821907, '2024-12-27T00:26:11.381191946'], [50.5728766, 8.6823431, '2024-12-27T00:26:36.039462297'], [50.5727075, 8.6824677, '2024-12-27T00:27:00.697732649'], [50.572143, 8.682875, '2024-12-27T00:27:25.356003']]",2024-12-27
386002,50.571078,8.674602,2024-12-27T00:45:39,50.564109,8.677573,2024-12-27T00:50:43,303.899032,923.1890000000002,"[[50.5710631, 8.6746782, '2024-12-27T00:45:39'], [50.5710217, 8.6744855, '2024-12-27T00:45:49.479276966'], [50.5709919, 8.6743258, '2024-12-27T00:45:59.958553931'], [50.570885, 8.6743751, '2024-12-27T00:46:10.437830897'], [50.5708112, 8.6742294, '2024-12-27T00:46:20.917107862'], [50.5704822, 8.6744561, '2024-12-27T00:46:31.396384828'], [50.5705249, 8.6746293, '2024-12-27T00:46:41.875661793'], [50.5699756, 8.6749476, '2024-12-27T00:46:52.354938759'], [50.5693131, 8.6753139, '2024-12-27T00:47:02.834215724'], [50.5690966, 8.6754246, '2024-12-27T00:47:13.313492690'], [50.5691188, 8.6755666, '2024-12-27T00:47:23.792769655'], [50.5689947, 8.6756853, '2024-12-27T00:47:34.272046621'], [50.5687939, 8.6757767, '2024-12-27T00:47:44.751323586'], [50.5684128, 8.6759519, '2024-12-27T00:47:55.230600552'], [50.5681451, 8.6760682, '2024-12-27T00:48:05.709877517'], [50.5681106, 8.6760804, '2024-12-27T00:48:16.189154483'], [50.5681282, 8.6761893, '2024-12-27T00:48:26.668431448'], [50.568147, 8.6762945, '2024-12-27T00:48:37.147708414'], [50.5679878, 8.6763623, '2024-12-27T00:48:47.626985379'], [50.5666904, 8.6768904, '2024-12-27T00:48:58.106262345'], [50.5665641, 8.6769437, '2024-12-27T00:49:08.585539310'], [50.5657675, 8.6772797, '2024-12-27T00:49:19.064816276'], [50.5655747, 8.6773652, '2024-12-27T00:49:29.544093241'], [50.5654365, 8.6774224, '2024-12-27T00:49:40.023370207'], [50.5652576, 8.6775039, '2024-12-27T00:49:50.502647172'], [50.5652081, 8.6775259, '2024-12-27T00:50:00.981924138'], [50.5648226, 8.6777362, '2024-12-27T00:50:11.461201103'], [50.5646543, 8.6778297, '2024-12-27T00:50:21.940478069'], [50.5644554, 8.677376, '2024-12-27T00:50:32.419755034'], [50.5641104, 8.6777644, '2024-12-27T00:50:42.899032']]",2024-12-27
91256,50.582649,8.665088,2024-12-27T00:46:40,50.582716,8.665267,2024-12-27T00:47:40,60.791519,24.44,"[[50.5826105, 8.6650538, '2024-12-27T00:46:40'], [50.5828048, 8.6652143, '2024-12-27T00:47:40.791519']]",2024-12-27
91256,50.582716,8.665267,2024-12-27T00:47:40,50.582658,8.665076,2024-12-27T00:48:41,60.707325,24.44,"[[50.5828048, 8.6652143, '2024-12-27T00:47:40'], [50.5826105, 8.6650538, '2024-12-27T00:48:40.707325']]",2024-12-27
91354,50.585584,8.684702,2024-12-27T01:38:21,50.589469,8.681104,2024-12-27T01:43:25,303.706824,704.7230000000001,"[[50.5855025, 8.6847389, '2024-12-27T01:38:21'], [50.5857775, 8.6842694, '2024-12-27T01:38:38.865107294'], [50.5858714, 8.6841152, '2024-12-27T01:38:56.730214588'], [50.5856649, 8.6836959, '2024-12-27T01:39:14.595321882'], [50.5854719, 8.6834065, '2024-12-27T01:39:32.460429176'], [50.585682, 8.6830138, '2024-12-27T01:39:50.325536471'], [50.5861068, 8.6822175, '2024-12-27T01:40:08.190643765'], [50.5861981, 8.6820478, '2024-12-27T01:40:26.055751059'], [50.5865831, 8.6814821, '2024-12-27T01:40:43.920858353'], [50.5867328, 8.6813612, '2024-12-27T01:41:01.785965647'], [50.5868612, 8.6812778, '2024-12-27T01:41:19.651072941'], [50.5871187, 8.6810885, '2024-12-27T01:41:37.516180235'], [50.5876037, 8.6807292, '2024-12-27T01:41:55.381287529'], [50.5879484, 8.6804667, '2024-12-27T01:42:13.246394824'], [50.5882528, 8.6802377, '2024-12-27T01:42:31.111502118'], [50.588481, 8.6800664, '2024-12-27T01:42:48.976609412'], [50.5889664, 8.6796947, '2024-12-27T01:43:06.841716706'], [50.5893569, 8.6809662, '2024-12-27T01:43:24.706824']]",2024-12-27
91172,50.579946,8.67848,2024-12-27T02:01:41,50.59863,8.692892,2024-12-27T02:12:49,668.299987,2843.7859999999996,"[[50.5798525, 8.6786714, '2024-12-27T02:01:41'], [50.5803853, 8.6797581, '2024-12-27T02:01:50.974626672'], [50.5807219, 8.6793595, '2024-12-27T02:02:00.949253343'], [50.5807886, 8.6792784, '2024-12-27T02:02:10.923880015'], [50.5809405, 8.6790944, '2024-12-27T02:02:20.898506687'], [50.5811254, 8.6788809, '2024-12-27T02:02:30.873133358'], [50.5812374, 8.6787481, '2024-12-27T02:02:40.847760030'], [50.5812905, 8.6788593, '2024-12-27T02:02:50.822386701'], [50.5814501, 8.6791782, '2024-12-27T02:03:00.797013373'], [50.5815887, 8.6793682, '2024-12-27T02:03:10.771640045'], [50.58178, 8.6791339, '2024-12-27T02:03:20.746266716'], [50.5818745, 8.6790157, '2024-12-27T02:03:30.720893388'], [50.5820003, 8.6792653, '2024-12-27T02:03:40.695520060'], [50.5824505, 8.6801602, '2024-12-27T02:03:50.670146731'], [50.5824998, 8.6802621, '2024-12-27T02:04:00.644773403'], [50.5826661, 8.6803733, '2024-12-27T02:04:10.619400075'], [50.5828907, 8.6810431, '2024-12-27T02:04:20.594026746'], [50.5830561, 8.6812353, '2024-12-27T02:04:30.568653418'], [50.5830967, 8.6814087, '2024-12-27T02:04:40.543280090'], [50.5833744, 8.6812582, '2024-12-27T02:04:50.517906761'], [50.5836879, 8.6811438, '2024-12-27T02:05:00.492533433'], [50.5841427, 8.6812573, '2024-12-27T02:05:10.467160104'], [50.5844427, 8.6815672, '2024-12-27T02:05:20.441786776'], [50.5846048, 8.6818135, '2024-12-27T02:05:30.416413448'], [50.5849864, 8.6837881, '2024-12-27T02:05:40.391040119'], [50.5850532, 8.6840808, '2024-12-27T02:05:50.365666791'], [50.5851722, 8.6844286, '2024-12-27T02:06:00.340293463'], [50.5853112, 8.6847716, '2024-12-27T02:06:10.314920134'], [50.5854287, 8.6850098, '2024-12-27T02:06:20.289546806'], [50.5858137, 8.6856531, '2024-12-27T02:06:30.264173478'], [50.58592, 8.6858112, '2024-12-27T02:06:40.238800149'], [50.5860688, 8.6860159, '2024-12-27T02:06:50.213426821'], [50.5866568, 8.686668, '2024-12-27T02:07:00.188053493'], [50.5868505, 8.6866023, '2024-12-27T02:07:10.162680164'], [50.5870707, 8.6867827, '2024-12-27T02:07:20.137306836'], [50.5878992, 8.6875241, '2024-12-27T02:07:30.111933507'], [50.5879413, 8.6874447, '2024-12-27T02:07:40.086560179'], [50.5882766, 8.6868128, '2024-12-27T02:07:50.061186851'], [50.5889722, 8.6876572, '2024-12-27T02:08:00.035813522'], [50.5890775, 8.6877816, '2024-12-27T02:08:10.010440194'], [50.58942, 8.6881844, '2024-12-27T02:08:19.985066866'], [50.5910256, 8.690207, '2024-12-27T02:08:29.959693537'], [50.5911301, 8.6899635, '2024-12-27T02:08:39.934320209'], [50.5912429, 8.689955, '2024-12-27T02:08:49.908946881'], [50.5929905, 8.6924855, '2024-12-27T02:08:59.883573552'], [50.5930467, 8.6925728, '2024-12-27T02:09:09.858200224'], [50.5932284, 8.6924707, '2024-12-27T02:09:19.832826896'], [50.594302, 8.6919253, '2024-12-27T02:09:29.807453567'], [50.5949854, 8.6915969, '2024-12-27T02:09:39.782080239'], [50.5962748, 8.6908724, '2024-12-27T02:09:49.756706910'], [50.596351, 8.6909106, '2024-12-27T02:09:59.731333582'], [50.5968047, 8.6907058, '2024-12-27T02:10:09.705960254'], [50.5969327, 8.6906453, '2024-12-27T02:10:19.680586925'], [50.596999, 8.6906121, '2024-12-27T02:10:29.655213597'], [50.5971259, 8.6905527, '2024-12-27T02:10:39.629840269'], [50.5972709, 8.6904919, '2024-12-27T02:10:49.604466940'], [50.5974252, 8.6904191, '2024-12-27T02:10:59.579093612'], [50.5974481, 8.6904076, '2024-12-27T02:11:09.553720284'], [50.5976804, 8.6902279, '2024-12-27T02:11:19.528346954'], [50.5978379, 8.690635, '2024-12-27T02:11:29.502973627'], [50.5980526, 8.6911896, '2024-12-27T02:11:39.477600299'], [50.598274, 8.6917456, '2024-12-27T02:11:49.452226970'], [50.5983811, 8.6920163, '2024-12-27T02:11:59.426853642'], [50.598395, 8.6920493, '2024-12-27T02:12:09.401480313'], [50.5984531, 8.6922031, '2024-12-27T02:12:19.376106985'], [50.598533, 8.6924062, '2024-12-27T02:12:29.350733657'], [50.5986828, 8.6928103, '2024-12-27T02:12:39.325360328'], [50.5985872, 8.6929123, '2024-12-27T02:12:49.299987']]",2024-12-27
91138,50.584309,8.66348,2024-12-27T03:17:39,50.586173,8.663297,2024-12-27T03:18:40,60.831226,885.762,"[[50.5844511, 8.6638104, '2024-12-27T03:17:39'], [50.584547, 8.6639487, '2024-12-27T03:17:42.379512556'], [50.5845814, 8.6639983, '2024-12-27T03:17:45.759025111'], [50.5846317, 8.6640708, '2024-12-27T03:17:49.138537667'], [50.5849722, 8.6645526, '2024-12-27T03:17:52.518050221'], [50.5851384, 8.6648201, '2024-12-27T03:17:55.897562778'], [50.5854183, 8.6650029, '2024-12-27T03:17:59.277075333'], [50.5855871, 8.66513, '2024-12-27T03:18:02.656587889'], [50.5857948, 8.6652199, '2024-12-27T03:18:06.036100444'], [50.5855657, 8.664847, '2024-12-27T03:18:09.415613'], [50.5855309, 8.6647345, '2024-12-27T03:18:12.795125556'], [50.5855677, 8.6646907, '2024-12-27T03:18:16.174638111'], [50.585731, 8.6616083, '2024-12-27T03:18:19.554150667'], [50.5857521, 8.6597368, '2024-12-27T03:18:22.933663222'], [50.5858361, 8.6605854, '2024-12-27T03:18:26.313175778'], [50.5858987, 8.6611286, '2024-12-27T03:18:29.692688333'], [50.58598, 8.6618556, '2024-12-27T03:18:33.072200889'], [50.5860894, 8.6625691, '2024-12-27T03:18:36.451713444'], [50.5865711, 8.6636577, '2024-12-27T03:18:39.831226']]",2024-12-27
91138,50.586173,8.663297,2024-12-27T03:20:41,50.584309,8.66348,2024-12-27T03:21:42,60.713375,820.151,"[[50.5865711, 8.6636577, '2024-12-27T03:20:41'], [50.5860894, 8.6625691, '2024-12-27T03:20:45.047558333'], [50.58598, 8.6618556, '2024-12-27T03:20:49.095116667'], [50.5858987, 8.6611286, '2024-12-27T03:20:53.142675'], [50.5858361, 8.6605854, '2024-12-27T03:20:57.190233333'], [50.5857521, 8.6597368, '2024-12-27T03:21:01.237791667'], [50.585731, 8.6616083, '2024-12-27T03:21:05.285350'], [50.5855677, 8.6646907, '2024-12-27T03:21:09.332908333'], [50.5855309, 8.6647345, '2024-12-27T03:21:13.380466667'], [50.5855032, 8.6646448, '2024-12-27T03:21:17.428025'], [50.5854415, 8.6649078, '2024-12-27T03:21:21.475583333'], [50.5849722, 8.6645526, '2024-12-27T03:21:25.523141667'], [50.5846317, 8.6640708, '2024-12-27T03:21:29.570700'], [50.5845814, 8.6639983, '2024-12-27T03:21:33.618258333'], [50.584547, 8.6639487, '2024-12-27T03:21:37.665816667'], [50.5844511, 8.6638104, '2024-12-27T03:21:41.713375']]",2024-12-27
386189,50.576084,8.674768,2024-12-27T04:06:18,50.576156,8.674533,2024-12-27T04:07:18,60.704561,0.0,"[[50.5757256, 8.6742157, '2024-12-27T04:06:18']]",2024-12-27
386189,50.576156,8.674533,2024-12-27T04:07:18,50.576107,8.674502,2024-12-27T04:08:19,60.770838,0.0,"[[50.5757256, 8.6742157, '2024-12-27T04:07:18']]",2024-12-27
